category,eu5_modifier,eu5_desc,eu4_modifier,eu4_desc
other,antagonism_received_modifier,This impacts how much antagonism a country generates from its actions.,ae_impact,AE Impact
other,anti_piracy_warfare_modifier,This impacts the anti_piracy_warfare of navies.,,
other,aqueduct_system_max_level,This modifies how many levels the Aqueduct System can have.,,
other,auto_slave_raid,This would allow armies to enslave part of all pops when occupying a location.,,
other,can_grant_town_rights,This impacts if a country can grant town_rights or not.,,
other,can_use_council_of_three_lands_modifier,"This allows us to use the Council Of Three Lands Policy policy, which is part of the Inquisition Law law.",,
other,capital_possible_town_rights,This determines how many additional town_rights a country can have in its capital.,,
other,casus_belli_creation_speed_modifier,This impacts how quickly a country can create a new casus_belli.,,
other,chancery_cap_level,This modifies how many levels the Chancery can have.,,
other,combined_bonus_per_type,This impacts how big the combined_arms bonus is per valid unit_category.,,
other,correct_box_chance,This impacts the chance of a unit late to a battle joining their intended section.,,
other,counter_espionage,This impacts the counterespionage of a country.,,
other,country_child_education,This impacts the ability increase of all children in a country during their education.,,
other,global_burghers_city_desired_pop,Impacts how many Burghers can live in towns_and_cities in this country.,,
other,global_burghers_max_literacy,This impacts the literacy for all Burghers in this country.,,
other,global_disease_resistance,This impacts the disease_resistance in all locations in a country.,,
other,global_distance_from_capital_speed_propagation,This impacts how quickly proximity moves between all locations in a country.,,
other,global_laborers_max_literacy,This impacts the literacy for all Laborers in this country.,,
other,global_life_expectancy,The age that characters in this country will start being susceptible to death by old age.,,
other,global_monthly_art_start_chance,This impacts the chance that artists in a country starts new works_of_art.,,
other,global_monthly_literacy,This impacts how literacy changes for pops in a country.,,
other,global_nobles_max_literacy,This impacts the literacy for all Nobles in this country.,,
other,global_peasants_max_literacy,This impacts the literacy for all Peasants in this country.,,
other,global_pirate_spawn_chance,This impacts how likely it is for pirates to appear from any location in a country.,,
other,global_pop_promotion_speed_modifier,This impacts how quickly pops promote in all locations of the country.,,
other,global_separatism,This impacts separatism in all locations in a country.,,
other,global_soldiers_max_literacy,This impacts the literacy for all Soldiers in this country.,,
other,global_supply_limit_modifier,This impacts the supply_limit of all locations this country owns.,global_supply_limit_modifier,Global Supply Limit Modifier
other,has_codified_laws,Allowing a country to use laws.,,
other,legislative_efficiency,Legislative Efficiency Desc,,
other,mercury_patio_max_level,This modifies how many levels the Mercury Patio can have.,,
other,monthly_doom,This impacts how much doom a country gets each month.,,
other,monthly_honor,This impacts how much honor a country gets each month.,,
other,monthly_horde_unity,This impacts how much horde_unity a country gets each month.,horde_unity,Horde Unity
other,monthly_rebel_growth,This impacts how quickly rebels progress to a revolt or civil_war.,,
other,monthly_towards_jurisprudence,This impacts the change towards the Jurisprudence societal_values.,,
other,monthly_towards_mysticism,This impacts the change towards the Mysticism societal_values.,,
other,monthly_tribal_cohesion,This impacts how much tribal_cohesion a country gets each month.,,
other,monthly_war_exhaustion,This impacts how much war_exhaustion we will get each month.,war_exhaustion,War Exhaustion
other,national_malaria_resistance_modifier,Resistance to malaria throughout the country.,,
other,num_of_varangian_units,This impacts how many A Varangians units we can have at the same time.,,
other,num_possible_artists,This impacts how many artists a country can support.,,
other,omen_strength_modifier,This impacts the power of all invoked omens.,,
other,pop_join_rebel_threshold,"This impact the level of pop_satisfaction a pop has to be below to join rebels. It can never be lower than GetDefine('NPop','REBEL_JOIN_MIN_THRESHOLD').",,
other,pop_leave_rebels_threshold,This impact the level of pop_satisfaction a pop has to be above to leave rebels.,,
other,power_projection,This impacts how much power_projection a country has.,power_projection_from_insults,Power Projection from Insults
other,skill_of_new_artists,This impacts the artistic_skill of new artists.,,
other,unemployed_slave_promotion,This is the percentage of unemployed Slaves that promotes to Peasants every month.,,
