eu5_modifier,eu5_localization,eu5_category,eu5_type,eu5_format,
leave_sect_cost_modifier,Leave Sect Cost,country,multiplicative,bad,
legislative_efficiency,Legislative Efficiency,country,,"percent, good",
levy_combat_efficiency_modifier,Levy Combat Efficiency,unit,multiplicative,"percent, good",
levy_maintenance_modifier,Levy Maintenance,country,multiplicative,"percent, bad",
levy_recovery_modifier,Levy Recovery,unit,multiplicative,"percent, good",
lia_actions_price_cost_modifier,Little Ice Age Situation Actions Cost,country,multiplicative,"percent, bad",
limit_movement_of_kirishitan_cost_modifier,Cost of Limit Kirishitan Movement Action,country,multiplicative,"percent, bad",
loan_icon_price_cost_modifier,Loan Icon Price Cost Modifier,country,multiplicative,"percent, bad",
lordship_of_ireland_casus_belli_cost_modifier,Acquire Casus Belli Cost,country,multiplicative,"percent, bad",
lordship_of_ireland_form_kingdom_cost_modifier,Claim the Kingdom Cost,country,multiplicative,"percent, bad",
lordship_of_ireland_invite_planters_cost_modifier,Request Planters Cost,country,multiplicative,"percent, bad",
losses_to_disease_cost_modifier,Cost of Losses to Disease,country,multiplicative,"percent, bad",
loyalty_to_overlord,Loyalty to Overlord,country,,good,
magister_militum_bureaucracy_impact_modifier,Strategarchia Impact,country,multiplicative,"percent, good",
maintain_bureaucracy_price_cost_modifier,Maintain Bureaucracy Price Modifier,country,multiplicative,"percent, bad",
make_tribals_peasants,Promote Tribesmen,country,boolean,good,
male_spouses,Maximum Amount of Male Spouses,country,,good,
manpower_importance_modifier,Manpower Importance Modifier,country,multiplicative,good,
market_building_levels,Trade Building Levels,country,,"percent, good",
max_diplomats,Maximum Diplomats,country,,good,
max_manpower,Max Manpower,country,,good,
max_sailors,Max Sailors,country,,good,
max_war_exhaustion,Maximum War Exhaustion,country,,good,
maximum_religious_influence,Maximum Religious Influence,country,,good,
may_convert_vassals_to_celestial_governors,May Convert to Celestial Governors,country,boolean,good,
may_explore,Allows Exploration Missions,country,boolean,good,
may_hire_eunuch_advisors,May Hire Eunuch Courtiers,country,boolean,good,
may_not_take_land_in_peace_treaties,Disallows Taking Land in Peace Treaties,country,boolean,bad,
mayan_ceremonial_festivals_cost_modifier,Cost of Host a Ceremony Religious Action,country,multiplicative,"percent, bad",
megalopolis_upgrade_cost_modifier,Founding Megalopolis Cost,country,multiplicative,"percent, bad",
mend_schism_price_cost_modifier,Mend the Schism Price Cost Modifier,country,multiplicative,"percent, bad",
mercenary_maintenance_efficiency,Mercenary Maintenance Efficiency,country,,"percent, good",
mercenary_range,Mercenary Range,country,,good,
mercenary_range_modifier,Mercenary Range Modifier,country,multiplicative,"percent, good",
mercenary_units_preference_modifier,Mercenary Units Preference Modifier,country,multiplicative,good,
merchant_guild_chapel_price_cost_modifier,Merchant Guild Chapel Price Cost Modifier,country,multiplicative,"percent, bad",
merchant_maintenance_efficiency,Merchant Maintenance Efficiency,country,,"percent, good",
merchant_power_from_maritime,Maritime Trade Advantage,country,,good,
merchant_power_from_maritime_modifier,Trade Maritime Advantage,country,multiplicative,"percent, good",
mercury_patio_max_level,Mercury Patio Max Level,country,additive,good,
mesa_wasteland_proximity_impact,Mesa Wasteland Proximity Impact,country,,"percent, bad",
miaphysite_monastery_building_cost_modifier,Miaphysite Monastery Building Cost,country,multiplicative,"percent, bad",
middle_kingdom_tribute_price_cost_modifier,Middle Kingdom Tribute Cost Modifier,country,multiplicative,"percent, bad",
migrate_pop_based_country_cost_modifier,Migrate Cost,country,multiplicative,"percent, bad",
migrate_to_new_waters_cost_modifier,Migrate to New Waters,country,multiplicative,"percent, good",
military_tactics,Military Tactics,unit,,good,
minting_income_factor,Income from Minting,country,,"percent, good",
minting_inflation_threshold,Minting Threshold,country,,"percent, good",
monthly_army_tradition,Monthly Army Tradition,country,,good,
monthly_burghers_estate_rebel_growth,Monthly Burghers Rebel Growth,"country, estate",,"percent, bad",
monthly_celestial_authority,Monthly Celestial Authority Change,all,,good,
monthly_clergy_estate_rebel_growth,Monthly Clergy Rebel Growth,"country, estate",,"percent, bad",
monthly_complacency,Monthly Complacency,country,,bad,
monthly_cossacks_estate_rebel_growth,Monthly Cossacks Rebel Growth,"country, estate",,"percent, bad",
monthly_crown_estate_rebel_growth,Monthly Crown Rebel Growth,"country, estate",,"percent, bad",
monthly_devotion,Monthly Devotion,country,,good,
monthly_dhimmi_estate_rebel_growth,Monthly Dhimmi Rebel Growth,"country, estate",,"percent, bad",
monthly_diplomats,Monthly Diplomats,country,,good,
monthly_doom,Monthly Doom,country,,bad,
monthly_experience_gain,Monthly Experience Gain,unit,,"percent, good",
monthly_gold_expense,Monthly Gold,country,,bad,
monthly_gold_income,Monthly Gold,country,,good,
monthly_harmony,Monthly Harmony,country,,good,
monthly_honor,Monthly Honor,country,,good,
monthly_horde_unity,Monthly Horde Unity,country,,good,
monthly_imperial_authority,Monthly Imperial Authority,all,,good,
monthly_inflation,Monthly Inflation,country,,"percent, bad",
monthly_karma,Monthly Karma,country,,neutral,
monthly_karma_decay,Monthly Karma Decay,country,,neutral,
monthly_legitimacy,Monthly Legitimacy,country,,good,
monthly_loan_capacity_investment,Loan Capacity Investment,country,,good,
monthly_nahualt_reform_progress,Monthly Nahuatl Reform Progress,country,,good,
monthly_monthly_navy_tradition,Monthly Navy Tradition,country,,good,
monthly_nobles_estate_rebel_growth,Monthly Nobility Rebel Growth,"country, estate",,"percent, bad",
monthly_papal_authority,Monthly Papal Authority,all,,good,
monthly_peasants_estate_rebel_growth,Monthly Commoners Rebel Growth,"country, estate",,"percent, bad",
monthly_prestige,Monthly Prestige,country,,good,
monthly_pretender_rebel_growth,Monthly Pretender Rebel Growth,country,,"percent, bad",
monthly_purity,Monthly Purity,country,,neutral,
monthly_rebel_growth,Monthly Rebel Growth,country,,"percent, bad",
monthly_reform_desire,Monthly Reform Desire,religion,,"percent, bad",
monthly_religious_influence,Monthly Religious Influence,country,,good,
monthly_religious_rebel_growth,Monthly Religious Rebel Growth,country,,"percent, bad",
monthly_republican_tradition,Monthly Republican Tradition,country,,good,
monthly_righteousness,Monthly Righteousness,country,,good,
monthly_rite_power,Monthly Rite Power,country,,good,
monthly_self_control,Monthly Self Control,country,,good,
monthly_slave_rebel_growth,Monthly Slave Rebel Growth,country,,"percent, bad",
monthly_tribal_cohesion,Monthly Tribal Cohesion,country,,good,
monthly_tribes_estate_rebel_growth,Monthly Tribes Rebel Growth,"country, estate",,"percent, bad",
monthly_war_exhaustion,Monthly War Exhaustion,country,,bad,
monthly_yanantin,Monthly Yanantin,country,,bad,
morale_recovery_in_friendly,Morale Recovery in Friendly Territory,unit,,"percent, good",
mountain_wasteland_proximity_impact,Mountain Wasteland Proximity Impact,country,,"percent, bad",
mountains_proximity_impact,Mountains Proximity Impact,country,,"percent, bad",
move_good_to_new_location_cost_modifier,Move Good to New Location,country,multiplicative,"percent, good",
move_to_assist_on_adjacent_combat,Move to Assist on Adjacent Battle,unit,boolean,good,
movement_speed_if_no_road,Movement Speed without Road,unit,,"percent, good",
movement_speed_when_attached_to_another_unit,Movement Time when Attached to Another Unit,unit,,"percent, bad",
n_panokseon_build_cost_modifier,Panokseon Build Cost,country,multiplicative,"percent, bad",
n_panokseon_maintenance_cost_modifier,Panokseon Maintenance Cost,country,multiplicative,"percent, bad",
n_panokseon_reinforce_cost_modifier,Panokseon Repair Cost,country,multiplicative,"percent, bad",
nahuatl_religious_actions_price_cost_modifier,Nahua Religious Actions Cost Modifier,country,multiplicative,"percent, bad",
nanbokuchou_change_sides_cost_modifier,Change Side to Support Cost,country,multiplicative,"percent, bad",
narrows_proximity_impact,Narrows Proximity Impact,country,,"percent, bad",
national_church_power_cost_modifier,Costs of Church Power Actions,country,multiplicative,"percent, bad",
naval_damage_done,Naval Damage Done,unit,,"percent, good",
naval_damage_taken,Naval Damage Taken,unit,,"percent, bad",
naval_morale,Navy Morale,unit,,good,
naval_morale_attrition_cost,Naval Morale Attrition Cost,unit,,"percent, bad",
naval_morale_modifier,Navy Morale,unit,multiplicative,"percent, good",
naval_morale_movement_cost,Naval Morale Movement Cost,unit,,"percent, bad",
naval_morale_recovery,Navy Morale Recovery Speed,unit,,"percent, good",
naval_range,Naval Range,country,,good,
naval_range_modifier,Naval Range,country,multiplicative,"percent, good",
naval_unit_attrition,Navy Attrition,unit,,"percent, bad",
navy_galley_build_cost_modifier,Galley Build Cost,"country, navy",multiplicative,"percent, bad",
navy_galley_maintenance_cost_modifier,Galley Maintenance Cost,"country, navy",multiplicative,"percent, bad",
navy_galley_power,Galley Power,"unit, navy",,"percent, good",
navy_galley_reinforce_cost_modifier,Galley Repair Cost,"country, navy",multiplicative,"percent, bad",
navy_heavy_ship_build_cost_modifier,Heavy Ship Build Cost,"country, navy",multiplicative,"percent, bad",
navy_heavy_ship_maintenance_cost_modifier,Heavy Ship Maintenance Cost,"country, navy",multiplicative,"percent, bad",
navy_heavy_ship_power,Heavy Ship Power,"unit, navy",,"percent, good",
navy_heavy_ship_reinforce_cost_modifier,Heavy Ship Repair Cost,"country, navy",multiplicative,"percent, bad",
navy_initiative,Navy Initiative,"unit, navy",,"percent, good",
navy_light_ship_build_cost_modifier,Light Ship Build Cost,"country, navy",multiplicative,"percent, bad",
navy_light_ship_maintenance_cost_modifier,Light Ship Maintenance Cost,"country, navy",multiplicative,"percent, bad",
navy_light_ship_power,Light Ship Power,"unit, navy",,"percent, good",
navy_light_ship_reinforce_cost_modifier,Light Ship Repair Cost,"country, navy",multiplicative,"percent, bad",
navy_maintenance_efficiency,Navy Maintenance Efficiency,"unit, navy",,"percent, good",
navy_movement_speed,Navy Movement Speed,"unit, navy",,"percent, good",
navy_repair_cost,Navy Repair Cost,"unit, navy",,"percent, bad",
navy_tradition_decay,Navy Tradition Decay,"country, navy",,"percent, bad",
navy_tradition_from_battle,Navy Tradition from Battles,"country, navy",,"percent, good",
navy_transport_build_cost_modifier,Transport Build Cost,"country, navy",multiplicative,"percent, bad",
navy_transport_maintenance_cost_modifier,Transport Maintenance Cost,"country, navy",multiplicative,"percent, bad",
navy_transport_power,Transport Power,"unit, navy",,"percent, good",
navy_transport_reinforce_cost_modifier,Transport Repair Cost,"country, navy",multiplicative,"percent, bad",
navy_weight_modifier,Navy Weight,"unit, navy",multiplicative,"percent, bad",
no_beards,No Beards,country,boolean,good,
no_contact_with_outsiders_cost_modifier,No Contact with Outsiders Cost,country,multiplicative,"percent, bad",
no_lowborn_leaders,Block Lowborn Commanders,country,boolean,bad,
nobles_estate_agenda_impact,Agenda Impact for Nobility,"country, estate",,"percent, good",
nobles_estate_levy_size,Nobles Levy Size,"country, estate",,"percent, good",
nobles_estate_max_tax,Maximum Tax for Noble Estate,"country, estate",,"percent, good",
nobles_estate_min_tax,Minimum Tax for Noble Estate,"country, estate",,"percent, good",
nobles_estate_satisfaction_decay,Noble Estate Satisfaction Decay,"country, estate",,"percent, neutral",
nobles_estate_satisfaction_recovery,Noble Estate Satisfaction Recovery,"country, estate",,"percent, neutral",
nobles_estate_target_satisfaction,Noble Estate Satisfaction Equilibrium,"country, estate",,"percent, good",
nomos_empsychos_bureaucracy_impact_modifier,Nómos Émpsychos Impact,country,multiplicative,"percent, good",
non_rural_migration_attraction,Towns and Cities Migration Attraction,country,,good,
num_bailiffs,Number of Bailiffs,country,,good,
num_local_governors,Number of Local Governors,country,,good,
num_naval_governors,Number of Naval Governors,country,,good,
num_of_banner_cavalry,Number of Banner Cavalry,country,,good,
num_of_cataphracts_modifier,Number of Cataphracts Modifier,country,multiplicative,"percent, good",
num_of_legionaries_modifier,Number of Legionaries Modifier,country,multiplicative,"percent, good",
num_of_varangian_units,Number of Varangian Units,country,,good,
num_possible_artists,Possible Number of Artists,country,,good,
num_possible_rivals,Possible Rivals,country,,good,
number_of_allowed_avatars,Avatars Allowed,country,,good,
number_of_allowed_religious_figures,Religious Figures Allowed,country,,good,
number_of_satellite_trade_buildings,Number of Satellite Trade Building,country,,good,
ocean_proximity_impact,Ocean Proximity Impact,country,,"percent, bad",
ocean_wasteland_proximity_impact,Ocean Wasteland Proximity Impact,country,,"percent, bad",
offer_diplomatic_protection_price_cost_modifier,Offer Diplomatic Protection Cost Modifier,country,multiplicative,"percent, bad",
omen_strength_modifier,Omen Strength,country,multiplicative,"percent, good",
omen_time_modifier,Omen Length,country,multiplicative,"percent, good",
omens_offered,Omens Offered,country,,good,
organize_spiritual_retreat_cost_modifier,Organize a Spiritual Retreat Cost,country,multiplicative,bad,
orthodox_monastery_building_cost_modifier,Orthodox Monastery Building Cost,country,multiplicative,"percent, bad",
orthodox_synod_cost_modifier,Orthodox Synod Cost,country,multiplicative,"percent, bad",
overlord_blocked_from_building_buildings,Overlord Blocked from Building Buildings,country,boolean,neutral,
overlord_blocked_from_building_rgos,Overlord Blocked from Building RGO,country,boolean,neutral,
overlord_blocked_from_building_roads,Overlord Blocked from Building Roads,country,boolean,neutral,
overlord_blocked_from_building_ships,Overlord Blocked from Building Ships,country,boolean,neutral,
overlord_blocked_from_recruiting_regiments,Overlord Blocked from Recruiting Regiments,country,boolean,neutral,
own_coast_naval_combat_bonus,Combat Outside Own Coasts,unit,,"percent, good",
papacy_blocked,Papacy Blocked,religion,boolean,bad,
papal_authority_modifier,Papal Authority Modifier,all,multiplicative,"percent, good",
papal_relations,Papal Relations,country,,good,
pardon_price_cost_modifier,Pardon Cost Modifier,country,multiplicative,"percent, bad",
parliament_abolished,Parliament Abolished,country,boolean,good,
parliament_base_support,Parliament Base Support,country,,"percent, good",
parliament_duration_modifier,Parliament Duration,country,multiplicative,"percent, neutral",
parliament_request_issue_support_needed,Parliament Request Issue Support Needed,country,,"percent, bad",
payment_to_overlord_modifier,Payment to Overlord,country,multiplicative,"percent, bad",
peace_offer_fairness,Peace Offer Fairness,country,,good,
peace_offer_negotiation_power,Peace Offer Negotiation Power,country,,good,
peasants_allowed_weapons,Peasants Allowed Weapons,country,boolean,good,
peasants_estate_agenda_impact,Agenda Impact for Commoners,"country, estate",,"percent, good",
peasants_estate_levy_size,Peasants Levy Size,"country, estate",,"percent, good",
peasants_estate_max_tax,Maximum Tax for Peasants Estate,"country, estate",,"percent, good",
peasants_estate_min_tax,Minimum Tax for Peasants Estate,"country, estate",,"percent, good",
peasants_estate_satisfaction_decay,Peasant Estate Satisfaction Decay,"country, estate",,"percent, neutral",
peasants_estate_satisfaction_recovery,Peasant Estate Satisfaction Recovery,"country, estate",,"percent, neutral",
peasants_estate_target_satisfaction,Peasant Estate Satisfaction Equilibrium,"country, estate",,"percent, good",
peasants_war_actions_price_cost_modifier,Peasants' War Main Actions Price Cost Modifier,country,multiplicative,"percent, bad",
perform_tantric_ritual_cost_modifier,Perform a Tantric Ritual Cost,country,multiplicative,bad,
perform_yoga_cost_modifier,Perform Yoga Cost,country,multiplicative,"percent, bad",
periphora_cost_modifier,Periphora Cost,country,multiplicative,"percent, bad",
permanent_parliament_location,Permanent Parliament,country,boolean,good,
pilgrimage_action_cost_modifier,Cost of Pilgrimage Religious Action,country,multiplicative,"percent, bad",
plan_italian_campaign_wars_price_cost_modifier,Campaign in Italy Cost,country,multiplicative,"percent, bad",
plateau_proximity_impact,Plateau Proximity Impact,country,,"percent, bad",
plateau_wasteland_proximity_impact,Plateau Wasteland Proximity Impact,country,,"percent, bad",
policy_vote_cost_modifier,Policy Proposal Cost,country,multiplicative,"percent, bad",
pop_countries_opinions,Society of Pops Opinions,country,,good,
pop_join_rebel_threshold,Pop Join Rebels Threshold,country,,"percent, bad",
pop_leave_rebels_threshold,Pop Leave Rebels Threshold,country,,"percent, bad",
port_cost_distance_from_capital,Proximity Cost through Port,country,,bad,
possible_frontage_modifier,Possible Frontage,unit,multiplicative,"percent, good",
power_projection,Power Projection,country,,good,
prestige_decay,Prestige Decay,country,,"percent, bad",
prestige_from_land_battle,Prestige from Land Battles,country,,"percent, good",
prestige_from_naval_battle,Prestige from Naval Battles,country,,"percent, good",
prevented_from_changing_court_language_by_overlord,Prevented from Changing Court Language by Overlord,country,boolean,good,
privateer_durability,Privateer Durability,country,,"percent, good",
privateer_maintenance_cost_modifier,Privateer Maintenance,country,multiplicative,"percent, bad",
proclaim_decree_cost_modifier,Proclaim Decree Cost,country,multiplicative,"percent, bad",
procure_remedies_cost_modifier,Procure Remedies Cost,country,multiplicative,"percent, bad",
promote_sect_cost_modifier,Promote Sect Cost,country,multiplicative,bad,
propose_curia_action_cost_modifier,Propose Curia Action Cost,country,multiplicative,"percent, bad",
province_integration_speed,Speed of Integration,province,,good,
provoke_rebels_price_cost_modifier,Provoke Rebels Main Actions Price Cost Modifier,country,multiplicative,"percent, bad",
rank_duchy_upgrade_cost_modifier,Upgrade to Duchy Cost,country,multiplicative,"percent, bad",
rank_empire_upgrade_cost_modifier,Upgrade to Empire Cost,country,multiplicative,"percent, bad",
rank_kingdom_upgrade_cost_modifier,Upgrade to Kingdom Cost,country,multiplicative,"percent, bad",
ransom_units_cost_modifier,Ransom Units Cost,country,multiplicative,"percent, bad",
raw_material_in_province_impact,Local Access to Raw Materials,country,,"percent, good",
reach_compromise_with_huguenots_price_cost_modifier,Compromise with the Huguenots Cost,country,multiplicative,"percent, bad",
reasons_to_elect,Reasons to Elect,country,,good,
reasons_to_vote,Reasons to Vote,country,,good,
rebel_monthly_progress,Rebel Monthly Progress,rebel,,"percent, bad",
recruit_conquistador_cost_modifier,Conquistador Cost,country,multiplicative,"percent, bad",
recruit_explorer_cost_modifier,Recruiting Explorers,country,multiplicative,"percent, bad",
reduce_rebels_from_ikko_ikki_cost_modifier,Cost of Reduce Religious Rebel Progress Action,country,multiplicative,"percent, bad",
reestablish_hellenism_price_cost_modifier,Reestablish Hellenism Price Cost Modifier,country,multiplicative,"percent, bad",
regiment_recruit_speed,Recruitment Speed,country,,"percent, good",
regiment_reinforcement_speed,Reinforcement Speed,unit,,"percent, good",
reject_subjugation_reasons,Reject Subjugation Reasons,country,,neutral,
religious_icon_power_modifier,Religious Icon Power Modifier,country,multiplicative,"percent, good",
religious_offering_cost_modifier,Cost of Religious Offering Religious Action,country,multiplicative,"percent, bad",
religious_turmoil_actions_price_cost_modifier,Religious Turmoil Main Actions Price Cost Modifier,country,multiplicative,"percent, bad",
religious_unity_importance_modifier,Religious Unity Importance Modifier,country,multiplicative,good,
relocate_ecumenical_patriarchate_cost_modifier,Relocate Ecumenical Patriarchate Cost,country,multiplicative,"percent, bad",
relocate_market_cost_modifier,Relocate Market Cost,country,multiplicative,"percent, bad",
remove_accepted_culture_cost_modifier,Remove Accepted Culture Cost,country,multiplicative,"percent, bad",
remove_bureaucracy_price_cost_modifier,Remove Bureaucracy Price Modifier,country,multiplicative,"percent, bad",
remove_government_reform_cost_modifier,Remove Government Reform Cost,country,multiplicative,"percent, bad",
remove_location_from_international_organization_cost_modifier,Remove Location from International Organization Cost,country,multiplicative,"percent, bad",
remove_lutheran_preacher_cost_modifier,Remove Lutheran Preacher Cost,country,multiplicative,"percent, bad",
remove_panaqa_early_cost_modifier,Remove Panaqa Early,country,multiplicative,"percent, bad",
remove_religious_aspect_christian_cost_modifier,Cost of Removing Religious Aspect,country,multiplicative,"percent, bad",
remove_religious_aspect_hellenism_cost_modifier,Cost of Removing Religious Aspect,country,multiplicative,"percent, bad",
remove_religious_aspect_inti_cost_modifier,Cost of Ceasing Worshipping a God,country,multiplicative,"percent, bad",
remove_tolerated_culture_cost_modifier,Remove Tolerated Culture Cost,country,multiplicative,"percent, bad",
replace_cabinet_member_cost_modifier,Replace Cabinet Member Cost,country,multiplicative,"percent, bad",
replace_rival_cost_modifier,Replace Rival Cost,country,multiplicative,"percent, bad",
request_aid_price_cost_modifier,Request Aid Cost Modifier,country,multiplicative,"percent, bad",
reroll_avatar_cost_modifier,Change Avatar Cost,country,multiplicative,"percent, bad",
research_speed,Monthly Research Progress,country,,good,
research_speed_modifier,Monthly Research Progress %,country,multiplicative,"percent, good",
reshape_bureaucracy_cost_modifier,Reshape our Bureaucracy Cost,country,multiplicative,"percent, bad",
restore_rome_primacy_price_cost_modifier,Restore Rome Primacy Price Cost Modifier,country,multiplicative,"percent, bad",
restrict_peranakan_trading_rights_price_cost_modifier,Restrict Peranakan Trading Rights Cost,country,multiplicative,"percent, bad",
retreat_delay,Retreat Delay,country,,bad,
revoke_privilege_cost_modifier,Revoke Privilege Cost,country,multiplicative,"percent, bad",
revoke_privileges_importance_modifier,Revoke Privileges Importance Modifier,country,multiplicative,good,
revoke_privileges_stability_tolerance,Revoke Privileges Stability Tolerance,country,,good,
revoke_shugo_office_cost_modifier,Revoke Shugo Office Cost,country,multiplicative,"percent, bad",
revoke_town_rights_cost_modifier,Cost of Revoking Urban Rights,country,multiplicative,"percent, bad",
revolution_actions_price_cost_modifier,People's Uprising Main Actions Cost,country,multiplicative,"percent, bad",
rise_of_the_szlachta_actions_price_cost_modifier,Rise of the Szlachta Main Actions Price Cost modifier,country,multiplicative,"percent, bad",
ritualistic_court_bureaucracy_impact_modifier,Ritualistic Court Impact,country,multiplicative,"percent, good",
road_cost_on_distance_from_capital,Proximity Cost through Roads,country,,bad,
roman_festivals_cost_modifier,Organize a Roman Festival,country,multiplicative,"percent, bad",
romanitas_bureaucracy_impact_modifier,Romanitas Impact,country,multiplicative,"percent, good",
rot_reform_into_monarchy_price_cost_modifier,Reform into a Monarchy Cost,country,multiplicative,"percent, bad",
rot_select_core_region_price_cost_modifier,Select Core Region Cost,country,multiplicative,"percent, bad",
rto_create_uc_bey_cost_modifier,Create Uç Bey Cost Modifier,country,multiplicative,"percent, bad",
rto_press_claims_price_cost_modifier,Press Claims Cost Modifier,country,multiplicative,"percent, bad",
rtr_appease_the_court_price_cost_modifier,Appease the Court Cost,country,multiplicative,"percent, bad",
rtr_demand_annexation_price_cost_modifier,Demand Annexation Cost,country,multiplicative,"percent, bad",
rtr_grant_titles_price_cost_modifier,Grant Titles Cost,country,multiplicative,"percent, bad",
rtr_negotiate_with_rebels_price_cost_modifier,Negotiate with Rebels Cost,country,multiplicative,"percent, bad",
rtr_rein_in_area_price_cost_modifier,Rein in Area Cost,country,multiplicative,"percent, bad",
ruler_must_be_commander_during_war,Ruler must be Commander of the Biggest Military Force,country,boolean,bad,
ruler_name_in_court_language,Ruler Name Uses Court Language,country,boolean,good,
rural_disease_resistance,Rural Disease Resistance,country,,"percent, good",
rural_migration_attraction,Rural Migration Attraction,country,,good,
rural_settlement_downgrade_cost_modifier,Downgrading to Rural Settlement Cost,country,multiplicative,"percent, bad",
rural_settlement_upgrade_cost_modifier,NOT USED,country,multiplicative,"percent, bad",
sacrifice_noble_blood_cost_modifier,Cost of Sacrifice Noble Blood Religious Action,country,multiplicative,"percent, bad",
salt_pans_proximity_impact,Salt pans Proximity Impact,country,,"percent, bad",
scaled_lost_war_cost_modifier,Impact of Losing a War,country,multiplicative,"percent, good",
sea_cost_on_distance_from_capital,Proximity Cost without Maritime Presence,country,,bad,
sea_cost_on_distance_from_capital_when_maritime,Proximity Cost with Maritime Presence,country,,bad,
seek_alliance_with_overlord_rival_cost_modifier,Seek Support of Overlord's Rival Cost Modifier,country,multiplicative,"percent, bad",
seek_relations_with_the_byzantines_price_cost_modifier,Seek Relations with the Byzantines Cost Modifier,country,multiplicative,"percent, bad",
segregate_the_infected_cost_modifier,Segregate the Infected Cost,country,multiplicative,"percent, bad",
select_expensive_child_education_cost_modifier,Selecting Expensive Education,country,multiplicative,"percent, bad",
select_omen_god_cost_modifier,Select Omen God Cost,country,multiplicative,"percent, bad",
select_orthodox_education_cost_modifier,Selecting Patriarch Education,country,multiplicative,"percent, bad",
sell_icon_cost_modifier,Cost of Sell Icon Action,country,multiplicative,"percent, bad",
selling_efficiency,Selling Efficiency,country,,"percent, good",
send_diplomat_cost_modifier,Send Diplomat,country,multiplicative,"percent, good",
send_gift_cost_modifier,Send Gift Cost,country,multiplicative,"percent, bad",
set_cabine_action_cost_modifier,Set Cabinet Action Cost,country,multiplicative,"percent, bad",
set_cabinet_member_cost_modifier,Set Cabinet Member Cost,country,multiplicative,"percent, bad",
set_policy_cost_modifier,Set Policy Cost,country,multiplicative,"percent, bad",
settle_country_cost_modifier,Settle Cost,country,multiplicative,"percent, bad",
shameless_privateering_modifier,Shameless Privateering,country,boolean,neutral,
shared_border_impact,Opinion Impact from Shared Borders,country,,"percent, bad",
ship_build_speed,Ship-building Speed,country,,"percent, good",
ship_capture_chance,Ship Capture Chance,country,,"percent, good",
ship_repair_at_sea,Ship Repair Speed at Sea,unit,,"percent, good",
ship_repair_at_sea_to_max_strength,Maximum Ship Strength to Repair at Sea,unit,,"percent, good",
siege_ability,Siege Ability,unit,,"percent, good",
sixty_books_of_the_basilika_bureaucracy_impact_modifier,Books of the Basiliká Impact,country,multiplicative,"percent, good",
skill_of_new_artists,Skill of New Artists,country,,"percent, good",
slave_market_max_level,Slave Market Max Level,country,additive,good,
slave_raid_efficiency,Slave Raid Efficiency,country,,"percent, good",
slavery_blocked,Slavery Blocked,country,boolean,good,
small_estate_building_cost_modifier,Small Estate Building Cost,"country, estate",multiplicative,"percent, bad",
societal_value_importance_modifier,Societal Value Importance Modifier,country,multiplicative,good,
sow_discontent_monthly_cost_cost_modifier,Sow Discontent Monthly Cost Modifier,country,multiplicative,"percent, bad",
sponsor_sin_forgiveness_cost_modifier,Sponsor Mass Forgiveness Cost,country,multiplicative,"percent, bad",
sponsor_troop_feast_cost_modifier,Sponsor a Feast for the Troops,country,multiplicative,"percent, bad",
spy_network_construction,Spy Network Construction,country,,"percent, good",
stability_cost,Stability Investment Cost,country,,"percent, bad",
stability_decay,Stability Decay,country,,"percent, bad",
stability_importance_modifier,Stability Importance Modifier,country,multiplicative,good,
stability_investment,Stability Investment,country,,good,
start_exploration_land_cost_modifier,Land Exploration Mission Cost,country,multiplicative,"percent, bad",
start_exploration_sea_cost_modifier,Sea Exploration Mission Cost,country,multiplicative,"percent, bad",
stop_blame_the_minorities_cost_modifier,Stop Finding the Culprits Cost,country,multiplicative,"percent, bad",
stop_disfavoring_sect_cost_modifier,Stop Disfavoring Sect Cost,country,multiplicative,bad,
stop_procure_remedies_cost_modifier,Stop to Procure Remedies Cost,country,multiplicative,"percent, bad",
stop_promoting_sect_cost_modifier,Stop Promoting Sect Cost,country,multiplicative,bad,
stop_sponsor_sin_forgiveness_cost_modifier,Stop Sponsor Mass Forgiveness Cost,country,multiplicative,"percent, bad",
strengthen_ministry_cost_modifier,Strengthen Ministry Cost,country,multiplicative,"percent, bad",
strict_quarantines_cost_modifier,Expel the Sick Cost,country,multiplicative,"percent, bad",
subject_income_modifier,Subject Income,country,multiplicative,"percent, good",
subject_loyalty,Loyalty of Subjects,country,,good,
subject_not_obligated_to_join_war,Can avoid to Join Overlord's Wars,country,boolean,bad,
subject_opinions,Subject Opinions,country,,good,
subject_pays_colonial_cost_modifier,Income from Colonial Subjects,country,multiplicative,"percent, good",
subject_pays_maha_samanta_cost_modifier,Income from Mahā-Sāmanta Subjects,country,multiplicative,"percent, good",
subject_pays_march_cost_modifier,Income from March Subjects,country,multiplicative,"percent, good",
subject_pays_pradhana_maha_samanta_cost_modifier,Income from Pradhāna-Mahā-Sāmanta Subjects,country,multiplicative,"percent, good",
subject_pays_pronoia_cost_modifier,Income from Prónoia Subjects,country,multiplicative,"percent, good",
subject_pays_samanta_cost_modifier,Income from Sāmanta Subjects,country,multiplicative,"percent, good",
subject_pays_trade_company_cost_modifier,Trade Company Pays Owner,country,multiplicative,"percent, good",
subject_pays_tributary_cost_modifier,Income from Tributary Subjects,country,multiplicative,"percent, good",
subject_pays_vassal_cost_modifier,Income from Vassal Subjects,country,multiplicative,"percent, good",
subjugation_preference_modifier,Subjugation Preference,country,multiplicative,good,
