tag,name,ideaset,idea_key,superregion,region,formable
WCR,Cree,Northeastern Woodlands Ideas,ne_native_ideas,North America,Hudson Bay,no
AIR,Air,Air Ideas,AIR_ideas,Northern Africa,Sahel,no
BON,Bonoman,West African Ideas,west_african_ideas,Northern Africa,Niger,no
DAH,Dahomey,Dahomey Ideas,DAH_ideas,Northern Africa,Niger,no
DGB,Dagbon,West African Ideas,west_african_ideas,Northern Africa,Niger,no
FUL,Fulo,West African Ideas,west_african_ideas,Northern Africa,Niger,no
JNN,Jenné,West African Ideas,west_african_ideas,Northern Africa,Niger,no
KAN,Kano,Hausan Ideas,hausa_ideas,Northern Africa,Niger,no
KBU,Kaabu,West African Ideas,west_african_ideas,Northern Africa,Guinea,no
KNG,Kong,West African Ideas,west_african_ideas,Northern Africa,Niger,no
KTS,Katsina,Hausan Ideas,hausa_ideas,Northern Africa,Niger,no
MSI,Mossi,Mossi Ideas,mossi_ideas,Northern Africa,Niger,yes
NUP,Nupe,West African Ideas,west_african_ideas,Northern Africa,Niger,no
TMB,Timbuktu,West African Ideas,west_african_ideas,Northern Africa,Sahel,no
YAO,Yao,West African Ideas,west_african_ideas,Northern Africa,Sahel,no
YAT,Yatenga,Mossi Ideas,mossi_ideas,Northern Africa,Niger,no
ZAF,Macina,West African Ideas,west_african_ideas,Northern Africa,Sahel,yes
ZZZ,Zazzau,Hausan Ideas,hausa_ideas,Northern Africa,Niger,no
NDO,Ndongo,Kongo Ideas,KON_ideas,Southern Africa,Congo,no
AVA,Ava,Ava Ideas,AVA_ideas,East Indies,Burma,no
HSE,Hsenwi,Shan Ideas,shan_ideas,East Indies,Burma,no
JOH,Johor,Malayan Sultanate Ideas,malayan_ideas,East Indies,Malaya,no
KED,Kedah,Malayan Sultanate Ideas,malayan_ideas,East Indies,Malaya,no
LIG,Ligor,Ligori Ideas,LIG_ideas,East Indies,Malaya,no
MPH,Muang Phuan,Laotian Ideas,laotian_ideas,East Indies,Indochina,no
MYA,Mong Yang,Shan Ideas,shan_ideas,East Indies,Burma,no
PRK,Perak,Malayan Sultanate Ideas,malayan_ideas,East Indies,Malaya,no
MMA,Mong Mao,Shan Ideas,shan_ideas,China,Xinan,no
MKA,Mong Kawng,Shan Ideas,shan_ideas,East Indies,Burma,no
MPA,Mong Pai,Shan Ideas,shan_ideas,East Indies,Burma,no
MNI,Mong Nai,Shan Ideas,shan_ideas,East Indies,Burma,no
KAL,Kale,Shan Ideas,shan_ideas,East Indies,Burma,no
HSI,Hsipaw,Shan Ideas,shan_ideas,East Indies,Burma,no
BPR,Prome,Burmese Ideas,TAU_ideas,East Indies,Burma,no
CHU,Chukchi,Siberian Ideas,siberian_ideas,Tartary,East Siberia,no
HOD,Khodynt,Siberian Ideas,siberian_ideas,Tartary,East Siberia,no
CHV,Chavchuveny,Siberian Ideas,siberian_ideas,Tartary,East Siberia,no
KMC,Kamchadals,Siberian Ideas,siberian_ideas,Tartary,East Siberia,no
BRT,Buryatia,Horde Ideas,horde_ideas,Tartary,East Siberia,no
ARP,Arapaho,Plains Native Ideas,plains_native_ideas,North America,Great Plains,no
CLM,Colima,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
CNK,Chinook,North Western Native Ideas,nw_native_ideas,North America,Cascadia,no
COC,Cocomes,Mayan Ideas,mayan_ideas,Central America,Central America,no
HDA,Haida,North Western Native Ideas,nw_native_ideas,North America,Cascadia,no
ITZ,Itza,Mayan Ideas,mayan_ideas,Central America,Central America,no
KIC,Kiche,K'iche Ideas,KIC_ideas,Central America,Central America,no
KIO,Kiowa,Plains Native Ideas,plains_native_ideas,North America,Great Plains,no
MIX,Mixtec,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
SAL,Salish,North Western Native Ideas,nw_native_ideas,North America,Cascadia,no
TAR,Purépecha,Purépecha Ideas,TAR_ideas,Central America,Mexico,no
TLA,Tlapanec,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
TLX,Tlaxcala,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
TOT,Totonac,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
WIC,Wichita,Plains Native Ideas,plains_native_ideas,Central America,Rio Grande,no
XIU,Xiu,Mayan Ideas,mayan_ideas,Central America,Central America,no
BLM,Blambangan,Javan Ideas,javan_ideas,East Indies,Indonesia,no
BTN,Buton,Sulawesi Ideas,sulawesi_ideas,East Indies,Moluccas,no
CRB,Cirebon,Cirebonese Ideas,CRB_ideas,East Indies,Indonesia,yes
DMK,Demak,Malayan Sultanate Ideas,malayan_ideas,East Indies,Indonesia,no
PGR,Pagarruyung,Pagarruyung Ideas,PGR_ideas,East Indies,Malaya,no
PLB,Palembang,Palembang Ideas,PLB_ideas,East Indies,Malaya,no
PSA,Pasai,Acehnese Ideas,ATJ_ideas,East Indies,Malaya,no
SAK,Siak,Sumatran Ideas,sumatran_ideas,East Indies,Malaya,no
SUN,Sunda,Sundanese ideas,SUN_ideas,East Indies,Indonesia,no
KUT,Kutai,Bornean Ideas,KUT_ideas,East Indies,Indonesia,no
BNJ,Banjar,Bornean Ideas,KUT_ideas,East Indies,Indonesia,no
LFA,Lanfang,Lanfang Ideas,LFA_ideas,East Indies,Indonesia,yes
LNO,Lanao,Mindanao Ideas,mindanao_ideas,East Indies,Moluccas,no
LUW,Luwu,Sulawesi Ideas,sulawesi_ideas,East Indies,Moluccas,no
MGD,Maguindanao,Mindanao Ideas,mindanao_ideas,East Indies,Moluccas,no
TER,Ternate,Moluccan Ideas,moluccan_ideas,East Indies,Moluccas,no
TID,Tidore,Moluccan Ideas,moluccan_ideas,East Indies,Moluccas,no
MAS,Madyas,Madyas Ideas,MAS_ideas,East Indies,Moluccas,no
PGS,Pangasinan,Luzon Ideas,luzon_ideas,East Indies,Moluccas,no
TDO,Tondo,Luzon Ideas,luzon_ideas,East Indies,Moluccas,no
MNA,Maynila,Luzon Ideas,luzon_ideas,East Indies,Moluccas,no
CEB,Cebu,Cebu Ideas,CEB_ideas,East Indies,Moluccas,no
BTU,Butuan,Butuan Ideas,BTU_ideas,East Indies,Moluccas,no
CSU,Cuzco,Incan Ideas,INC_ideas,Andes,Peru,no
CCQ,Calchaqui,Andean Ideas,andean_ideas,Andes,Upper Peru,no
MPC,Mapuche,Mapuche Ideas,MPC_ideas,Andes,La Plata,no
MCA,Muisca,Muiscan Ideas,MCA_ideas,Amazonia,Colombia,no
QTO,Quito,Andean Ideas,andean_ideas,Andes,Peru,no
CJA,Cajamarca,Andean Ideas,andean_ideas,Andes,Peru,no
HJA,Huyla,Andean Ideas,andean_ideas,Andes,Peru,no
PTG,Potiguara,Tupi Ideas,tupi_ideas,Amazonia,Brazil,no
TPQ,Tupiniquim,Tupi Ideas,tupi_ideas,Amazonia,Brazil,no
TPA,Tupinamba,Tupi Ideas,tupi_ideas,Amazonia,Brazil,no
TUA,Tapuia,Tapuian Ideas,TUA_ideas,Amazonia,Brazil,no
GUA,Guarani,Guarani Ideas,GUA_ideas,Amazonia,Brazil,no
CUA,Charrua,Charruan Ideas,CUA_ideas,Andes,La Plata,no
WKA,Wanka,Andean Ideas,andean_ideas,Andes,Peru,no
CYA,Chachapoya,Chachapoyan Ideas,CYA_ideas,Andes,Peru,no
CLA,Colla,Aymaran Ideas,aymaran_ideas,Andes,Peru,no
CRA,Charca,Aymaran Ideas,aymaran_ideas,Andes,Upper Peru,no
PCJ,Pacajes,Aymaran Ideas,aymaran_ideas,Andes,Peru,no
ARW,Arawak,Arawak Ideas,guajiro_ideas,Amazonia,Colombia,no
CAB,Carib,Carib Ideas,CAB_ideas,Amazonia,Colombia,no
ICM,Ichma,Aymaran Ideas,aymaran_ideas,Andes,Peru,no
MAT,Matlatzinca,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
COI,Coixtlahuaca,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
TEO,Teotitlan,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
XAL,Xalisco,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
GAM,Guamar,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
HST,Huastec,Mayan Ideas,mayan_ideas,Central America,Mexico,no
CCM,Chichimeca,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
OTO,Otomi,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
YOK,Yokotan,Mayan Ideas,mayan_ideas,Central America,Central America,no
LAC,Tzotzil,Mayan Ideas,mayan_ideas,Central America,Central America,no
KAQ,Kaqchikel,Mayan Ideas,mayan_ideas,Central America,Central America,no
CTM,Chactemal,Mayan Ideas,mayan_ideas,Central America,Central America,no
KER,Zia,Pueblo Ideas,PUE_ideas,Central America,California,no
ZNI,Zuni,Pueblo Ideas,PUE_ideas,Central America,California,no
MSC,Mescalero,American Southwest Ideas,sw_native_ideas,Central America,Rio Grande,no
LIP,Lipan,American Southwest Ideas,sw_native_ideas,Central America,Rio Grande,no
CHT,Chorti,Mayan Ideas,mayan_ideas,Central America,Central America,no
MIS,Miskito,Native Ideas,native_ideas,Central America,Central America,no
TAI,Tairona,Native Ideas,native_ideas,Amazonia,Colombia,no
CNP,Can Pech,Mayan Ideas,mayan_ideas,Central America,Central America,no
TON,Tonala,Mesoamerican Ideas,mesoamerican_ideas,Central America,Mexico,no
YAQ,Yaqui,American Southwest Ideas,sw_native_ideas,Central America,California,no
YKT,Yokuts,California Native Ideas,california_native_ideas,Central America,California,no
NSS,New Providence,Piratical Ideas,pirate_ideas,Central America,Caribbeans,no
PRY,Port Royal,Piratical Ideas,pirate_ideas,Central America,Caribbeans,no
TOR,Tortuga,Piratical Ideas,pirate_ideas,Central America,Caribbeans,no
LIB,Libertatia,Piratical Ideas,pirate_ideas,Southern Africa,East Africa,no
UBV,Munich,Bavarian Ideas,BAV_ideas,Western Europe,South Germany,no
LBV,Landshut,Bavarian Ideas,BAV_ideas,Western Europe,South Germany,no
ING,Ingolstadt,Bavarian Ideas,BAV_ideas,Western Europe,South Germany,no
PSS,Passau,Divine Ideas,theocracy_ideas,Western Europe,South Germany,no
MBZ,Bregenz,Bregenzer Ideas,MBZ_ideas,Western Europe,South Germany,no
KNZ,Konstanz,Swabian City-State Ideas,swabian_ideas,Western Europe,South Germany,no
ROT,Rothenburg,Rothenburg Ideas,ROT_ideas,Western Europe,South Germany,no
BYT,Bayreuth,Bayreuther Ideas,BYT_ideas,Western Europe,South Germany,no
REG,Regensburg,Bavarian Ideas,BAV_ideas,Western Europe,South Germany,no
GNV,Geneva,Genevan Ideas,GNV_ideas,Western Europe,South Germany,no
TTL,Three Leagues,Three Leagues Ideas,TTL_ideas,Western Europe,South Germany,no
OPL,Opole,Silesian Ideas,SIL_ideas,Eastern Europe,Poland,no
GLG,Glogow,Silesian Ideas,SIL_ideas,Eastern Europe,Poland,no
BLG,Bologna,Bolognese Ideas,BLG_ideas,Western Europe,Italy,no
PDV,Padua,Italian Ideas,latin_ideas,Western Europe,Italy,no
SZO,Saluzzo,Saluzzo Ideas,SZO_ideas,Western Europe,Italy,no
SPL,Spoleto,Italian Ideas,latin_ideas,Western Europe,Italy,no
WOL,Wolgast,Pomeranian Ideas,POM_ideas,Western Europe,North Germany,no
STE,Stettin,Pomeranian Ideas,POM_ideas,Western Europe,North Germany,no
GOS,Goslar,Goslar Ideas,GOS_ideas,Western Europe,North Germany,no
SOR,Lusatia,Lusatian Ideas,SOR_ideas,Western Europe,North Germany,no
RUG,Rügen,Pomeranian Ideas,POM_ideas,Western Europe,North Germany,no
CLI,Cilli,Cilli Ideas,CLI_ideas,Western Europe,South Germany,no
HRZ,Herzegovina,Herzegovinian Ideas,HRZ_ideas,Eastern Europe,Balkans,no
TNT,Trent,Trent Ideas,TNT_ideas,Western Europe,South Germany,no
BRG,Berg,Berg Ideas,BRG_ideas,Western Europe,North Germany,no
MLH,Mulhouse,Swabian City-State Ideas,swabian_ideas,Western Europe,South Germany,no
BAM,Bamberg,Bamberger Ideas,BAM_ideas,Western Europe,South Germany,no
RUP,Ruppin,German Ideas,german_ideas,Western Europe,North Germany,no
LPP,Lippe,German Ideas,german_ideas,Western Europe,North Germany,no
PAD,Paderborn,Divine Ideas,theocracy_ideas,Western Europe,North Germany,no
CLB,Calenberg,Lüneburger Ideas,LUN_ideas,Western Europe,North Germany,no
DWT,Donauwörth,Swabian City-State Ideas,swabian_ideas,Western Europe,South Germany,no
OSN,Osnabrück,Divine Ideas,theocracy_ideas,Western Europe,North Germany,no
VRN,Verona,Veronese Ideas,VRN_ideas,Western Europe,Italy,no
COB,Coburg,German Ideas,german_ideas,Western Europe,South Germany,no
LOT,Lotharingia,Lotharingian Ideas,LOT_ideas,Western Europe,North Germany,yes
PGA,Perugia,Perugian Ideas,PGA_ideas,Western Europe,Italy,no
TTS,Two Sicilies,Sicilian Ideas,SIC_ideas,Western Europe,Italy,yes
FKN,Franconia,Franconian Ideas,FKN_ideas,Western Europe,South Germany,yes
SWA,Swabia,Swabian Ideas,SWA_ideas,Western Europe,South Germany,yes
BNE,Bone,Sulawesi Ideas,sulawesi_ideas,East Indies,Moluccas,no
BEU,Berau,Bornean Ideas,KUT_ideas,East Indies,Indonesia,no
SMB,Sambas,Bornean Ideas,KUT_ideas,East Indies,Indonesia,no
BRS,Barus,Sumatran Ideas,sumatran_ideas,East Indies,Malaya,no
DLI,Deli,Sumatran Ideas,sumatran_ideas,East Indies,Malaya,no
JMB,Jambi,Sumatran Ideas,sumatran_ideas,East Indies,Malaya,no
PAH,Pahang,Malayan Sultanate Ideas,malayan_ideas,East Indies,Malaya,no
KEL,Kelantan,Malayan Sultanate Ideas,malayan_ideas,East Indies,Malaya,no
IND,Indrapura,Sumatran Ideas,sumatran_ideas,East Indies,Malaya,no
JAR,Jarai,Cham Ideas,CHA_ideas,East Indies,Indochina,no
RHA,Rhade,Cham Ideas,CHA_ideas,East Indies,Indochina,no
KOH,Koho,Cham Ideas,CHA_ideas,East Indies,Indochina,no
SIA,Siam,Siamese Ideas,SIA_ideas,East Indies,Indochina,yes
TIW,Tiwi,Tiwi Ideas,TIW_ideas,Oceania,Australia,no
LAR,Larrakia,Larrakia Ideas,LAR_ideas,Oceania,Australia,no
YOL,Yolngu,Aboriginal Ideas,generic_aboriginal_ideas,Oceania,Australia,no
YNU,Yanuwa,Aboriginal Ideas,generic_aboriginal_ideas,Oceania,Australia,no
AWN,Awngthim,Aboriginal Ideas,generic_aboriginal_ideas,Oceania,Australia,no
GMI,Kamilaroi,Kamilaroi Ideas,GMI_ideas,Oceania,Australia,no
MIA,Mianjin,Aboriginal Ideas,generic_aboriginal_ideas,Oceania,Australia,no
EOR,Eora,Eora Ideas,EOR_ideas,Oceania,Australia,no
KUL,Kulin,Aboriginal Ideas,generic_aboriginal_ideas,Oceania,Australia,no
KAU,Kaurna,Kaurna Ideas,KAU_ideas,Oceania,Australia,no
PLW,Palawa,Palawa Ideas,PLW_ideas,Oceania,Australia,no
WRU,Wurundjeri,Aboriginal Ideas,generic_aboriginal_ideas,Oceania,Australia,no
NOO,Nyoongah,Aboriginal Ideas,generic_aboriginal_ideas,Oceania,Australia,no
MLG,Malgana,Aboriginal Ideas,generic_aboriginal_ideas,Oceania,Australia,no
AOT,Aotearoa,Iwi Ideas,maori_ideas,Oceania,Oceania,yes
MAA,Ngati Awa,Iwi Ideas,maori_ideas,Oceania,Oceania,no
TAN,Tainui,Iwi Ideas,maori_ideas,Oceania,Oceania,no
TAK,Ngati Kahungunu,Iwi Ideas,maori_ideas,Oceania,Oceania,no
TNK,Ngati Toa,Iwi Ideas,maori_ideas,Oceania,Oceania,no
TEA,Ngati Ranginui,Iwi Ideas,maori_ideas,Oceania,Oceania,no
TTT,Ngapuhi,Iwi Ideas,maori_ideas,Oceania,Oceania,no
WAI,Waitaha,Iwi Ideas,maori_ideas,Oceania,Oceania,no
UHW,Hawai'i,Hawaiian Ideas,hawaiian_ideas,Oceania,Oceania,yes
HAW,Hawai'i,Hawaiian Ideas,hawaiian_ideas,Oceania,Oceania,no
MAU,Maui,Hawaiian Ideas,hawaiian_ideas,Oceania,Oceania,no
OAH,O'ahu,Hawaiian Ideas,hawaiian_ideas,Oceania,Oceania,no
KAA,Kaua'i,Hawaiian Ideas,hawaiian_ideas,Oceania,Oceania,no
TOG,Tonga,Tongan Ideas,tongan_ideas,Oceania,Oceania,no
SAM,Samoa,Samoan Ideas,samoan_ideas,Oceania,Oceania,no
VIT,Viti,Fijian Ideas,fijian_ideas,Oceania,Oceania,yes
VIL,Viti Levu,Fijian Ideas,fijian_ideas,Oceania,Oceania,no
VNL,Vanua Levu,Fijian Ideas,fijian_ideas,Oceania,Oceania,no
LAI,Lau,Fijian Ideas,fijian_ideas,Oceania,Oceania,no
ALT,Altamaha,Southeastern Woodlands Ideas,se_native_ideas,North America,Southeast,no
ICH,Ichisi,Southeastern Woodlands Ideas,se_native_ideas,North America,Southeast,no
COF,Cofitachequi,Southeastern Woodlands Ideas,se_native_ideas,North America,Southeast,no
JOA,Joara,Southeastern Woodlands Ideas,se_native_ideas,North America,Southeast,no
ETO,Etowah,Southeastern Woodlands Ideas,se_native_ideas,North America,Southeast,no
SAT,Satapo,Southeastern Woodlands Ideas,se_native_ideas,North America,Southeast,no
CIA,Chiaha,Southeastern Woodlands Ideas,se_native_ideas,North America,Southeast,no
COO,Coosa,Southeastern Woodlands Ideas,se_native_ideas,North America,Southeast,no
ABI,Abihka,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
COW,Coweta,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
NTZ,Natchez,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
CAQ,Casqui,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
PCH,Pacaha,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
QUI,Quizquiz,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
CCA,Chisca,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
ATA,Atahachi,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
KSI,Kasihta,Southeastern Woodlands Ideas,se_native_ideas,North America,Southeast,no
OEO,Oneota,Plains Native Ideas,plains_native_ideas,North America,Great Lakes,no
ANL,Anilco,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
NTC,Natchitoches,Southeastern Woodlands Ideas,se_native_ideas,North America,Mississippi,no
HNI,Hasinai,Southeastern Woodlands Ideas,se_native_ideas,Central America,Rio Grande,no
MOH,Mohawk,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
ONE,Oneida,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
ONO,Onondaga,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
CAY,Cayuga,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
SEN,Seneca,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
TAH,Tahontaenrat,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
ATT,Attignawantan,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
AGG,Attigneenongnahac,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
ATW,Attiwandaron,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
ARN,Arendaronon,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
TIO,Tionontate,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
OSH,Osheaga,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
STA,Stadacona,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
ERI,Erie,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
WEN,Wenro,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
TSC,Tuscarora,Northeastern Woodlands Ideas,ne_native_ideas,North America,Southeast,no
OHK,Ohkay Owingeh,American Southwest Ideas,sw_native_ideas,Central America,California,no
ISL,Isleta,American Southwest Ideas,sw_native_ideas,Central America,California,no
ACO,Acoma,American Southwest Ideas,sw_native_ideas,Central America,California,no
CAO,Cahokia,Northeastern Woodlands Ideas,ne_native_ideas,North America,Great Lakes,no
PEO,Peoria,Northeastern Woodlands Ideas,ne_native_ideas,North America,Great Lakes,no
KSK,Kaskaskia,Northeastern Woodlands Ideas,ne_native_ideas,North America,Great Lakes,no
PEN,Penobscot,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
MLS,Maliseet,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
NEH,Nehiyaw,Plains Native Ideas,plains_native_ideas,North America,Hudson Bay,no
NAK,Nakawe,Plains Native Ideas,plains_native_ideas,North America,Hudson Bay,no
HWK,Hathawekela,Northeastern Woodlands Ideas,ne_native_ideas,North America,Mississippi,no
CLG,Chalaghawtha,Northeastern Woodlands Ideas,ne_native_ideas,North America,Great Lakes,no
KSP,Kispoko,Northeastern Woodlands Ideas,ne_native_ideas,North America,Mississippi,no
MSG,Mississage,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
WCY,Wichiyena,Plains Native Ideas,plains_native_ideas,North America,Great Plains,no
LAK,Lakota,Plains Native Ideas,plains_native_ideas,North America,Great Plains,no
INN,Innu,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
WAM,Wampanoag,Northeastern Woodlands Ideas,ne_native_ideas,North America,Northeast,no
AGQ,Algonquin,Northeastern Woodlands Ideas,ne_native_ideas,North America,Canada,no
JMN,Jan Mayen,Jan Mayen Ideas,JMN_ideas,Western Europe,Scandinavia,no
ROM,Roman Empire,Roman Ideas,ROM_ideas,Western Europe,Italy,yes
SYN,Synthetics,Synthetic Ideas,SYN_ideas,Western Europe,North Germany,no
ISR,Israel,Israeli Ideas,ISR_ideas,Levant,Mashriq,yes
