eu5_modifier,eu4_matches,confidence,notes,eu5_localization,eu5_category,eu5_type,eu5_format,eu4_subsection,eu4_description,eu4_effect_type
monthly_crown_estate_rebel_growth,,none,EU5-specific estate rebel mechanic,Monthly Crown Rebel Growth,"country, estate",,"percent, bad",,,
monthly_devotion,devotion,high,Direct equivalent - devotion gain (EU5 monthly vs EU4 yearly),Monthly Devotion,country,,good,Government,Adds to the yearly rate of devotion.Does not appear or have an effect if a country's government does not use devotion.,Additive
monthly_dhimmi_estate_rebel_growth,,none,EU5-specific estate rebel mechanic,Monthly Dhimmi Rebel Growth,"country, estate",,"percent, bad",,,
monthly_diplomats,,none,EU5-specific monthly diplomat generation,Monthly Diplomats,country,,good,,,
monthly_doom,,none,EU5-specific doom mechanic,Monthly Doom,country,,bad,,,
monthly_experience_gain,,none,EU5-specific unit experience,Monthly Experience Gain,unit,,"percent, good",,,
monthly_gold_expense,,none,EU5-specific gold expense tracking,Monthly Gold,country,,bad,,,
monthly_gold_income,global_tax_income,medium,Related monthly gold income but EU4 is tax-specific,Monthly Gold,country,,good,Economy,Adds to the base tax income per year (i.e. 12 equals 1 extra per month).,Additive
monthly_harmony,yearly_harmony,high,Direct equivalent - harmony gain (EU5 monthly vs EU4 yearly),Monthly Harmony,country,,good,Religion,Adds to the rate of harmony gained per year.,Additive
monthly_honor,,none,EU5-specific honor mechanic,Monthly Honor,country,,good,,,
monthly_horde_unity,horde_unity,high,Direct equivalent - horde unity (EU5 monthly vs EU4 yearly),Monthly Horde Unity,country,,good,Government,Adds to the yearly rate of horde unity.Does not appear or have an effect if a country's government does not use horde unity.,Additive
monthly_imperial_authority,imperial_authority_value,high,Direct equivalent - imperial authority monthly rate,Monthly Imperial Authority,all,,good,Holy Roman Empire,Adds to the rate of imperial authority gained per month.,Additive
monthly_inflation,,none,EU5-specific inflation rate (EU4 uses monthly_gold_inflation_modifier),Monthly Inflation,country,,"percent, bad",,,
monthly_karma,monthly_karma,high,Direct equivalent - monthly karma,Monthly Karma,country,,neutral,Religion,Adds to the rate of karma gained per month.,Additive
monthly_karma_decay,yearly_karma_decay,high,Direct equivalent - karma decay (EU5 monthly vs EU4 yearly),Monthly Karma Decay,country,,neutral,Religion,Modifies the yearly decay rate of Karma towards 0.,Multiplicative
monthly_legitimacy,legitimacy,high,Direct equivalent - legitimacy gain (EU5 monthly vs EU4 yearly),Monthly Legitimacy,country,,good,Government,Adds to the yearly rate of legitimacy.Does not appear or have an effect if a country's government does not use legitimacy.,Additive
monthly_loan_capacity_investment,,none,EU5-specific loan capacity mechanic,Loan Capacity Investment,country,,good,,,
monthly_nahualt_reform_progress,,none,EU5-specific Nahua reform mechanic,Monthly Nahuatl Reform Progress,country,,good,,,
monthly_monthly_navy_tradition,navy_tradition,high,Both add to navy tradition rate (typo in EU5 modifier name),Monthly Navy Tradition,country,,good,Navy,Adds to the yearly navy tradition rate.,Additive
monthly_nobles_estate_rebel_growth,,none,EU5-specific estate rebel mechanic,Monthly Nobility Rebel Growth,"country, estate",,"percent, bad",,,
monthly_papal_authority,papal_influence,high,Related papal authority/influence gain,Monthly Papal Authority,all,,good,Religion,Adds to the rate of papal influence gained per year.,Additive
monthly_peasants_estate_rebel_growth,,none,EU5-specific estate rebel mechanic,Monthly Commoners Rebel Growth,"country, estate",,"percent, bad",,,
monthly_prestige,prestige,high,Direct equivalent - prestige gain (EU5 monthly vs EU4 yearly),Monthly Prestige,country,,good,Court,Adds to the base yearly rate of prestige.,Additive
monthly_pretender_rebel_growth,,none,EU5-specific pretender rebel mechanic,Monthly Pretender Rebel Growth,country,,"percent, bad",,,
monthly_purity,,none,EU5-specific purity mechanic,Monthly Purity,country,,neutral,,,
monthly_rebel_growth,,none,EU5-specific rebel growth,Monthly Rebel Growth,country,,"percent, bad",,,
monthly_reform_desire,,none,EU5-specific reform desire,Monthly Reform Desire,religion,,"percent, bad",,,
monthly_religious_influence,,none,EU5-specific religious influence,Monthly Religious Influence,country,,good,,,
monthly_religious_rebel_growth,,none,EU5-specific religious rebel growth,Monthly Religious Rebel Growth,country,,"percent, bad",,,
monthly_republican_tradition,republican_tradition,high,Direct equivalent - republican tradition (EU5 monthly vs EU4 yearly),Monthly Republican Tradition,country,,good,Government,Adds to the yearly rate of republican tradition.Does not appear or have an effect if a country's government does not use republican tradition.,Additive
monthly_righteousness,,none,EU5-specific righteousness mechanic,Monthly Righteousness,country,,good,,,
monthly_rite_power,,none,EU5-specific religious rite power,Monthly Rite Power,country,,good,,,
monthly_self_control,,none,EU5-specific self control mechanic,Monthly Self Control,country,,good,,,
monthly_slave_rebel_growth,,none,EU5-specific slave rebel mechanic,Monthly Slave Rebel Growth,country,,"percent, bad",,,
monthly_tribal_cohesion,,none,EU5-specific tribal cohesion,Monthly Tribal Cohesion,country,,good,,,
monthly_tribes_estate_rebel_growth,,none,EU5-specific estate rebel mechanic,Monthly Tribes Rebel Growth,"country, estate",,"percent, bad",,,
monthly_war_exhaustion,war_exhaustion,high,Direct equivalent - monthly war exhaustion rate,Monthly War Exhaustion,country,,bad,Military,Adds to the monthly war exhaustion rate.,Additive
monthly_yanantin,,none,EU5-specific Inca yanantin mechanic,Monthly Yanantin,country,,bad,,,
morale_recovery_in_friendly,recover_army_morale_speed,medium,Related morale recovery but EU5 is territory-specific,Morale Recovery in Friendly Territory,unit,,"percent, good",Military,Modifies the army morale recovery speed.,Multiplicative
mountain_wasteland_proximity_impact,,none,EU5-specific proximity system,Mountain Wasteland Proximity Impact,country,,"percent, bad",,,
mountains_proximity_impact,,none,EU5-specific proximity system,Mountains Proximity Impact,country,,"percent, bad",,,
move_good_to_new_location_cost_modifier,,none,EU5-specific trade goods relocation action,Move Good to New Location,country,multiplicative,"percent, good",,,
move_to_assist_on_adjacent_combat,,none,EU5-specific battle assist mechanic,Move to Assist on Adjacent Battle,unit,boolean,good,,,
movement_speed_if_no_road,,none,EU5-specific road/movement system,Movement Speed without Road,unit,,"percent, good",,,
movement_speed_when_attached_to_another_unit,,none,EU5-specific attached unit movement,Movement Time when Attached to Another Unit,unit,,"percent, bad",,,
n_panokseon_build_cost_modifier,,none,EU5-specific Korean ship type,Panokseon Build Cost,country,multiplicative,"percent, bad",,,
n_panokseon_maintenance_cost_modifier,,none,EU5-specific Korean ship type,Panokseon Maintenance Cost,country,multiplicative,"percent, bad",,,
n_panokseon_reinforce_cost_modifier,,none,EU5-specific Korean ship type,Panokseon Repair Cost,country,multiplicative,"percent, bad",,,
nahuatl_religious_actions_price_cost_modifier,,none,EU5-specific Nahua religious actions,Nahua Religious Actions Cost Modifier,country,multiplicative,"percent, bad",,,
nanbokuchou_change_sides_cost_modifier,,none,EU5-specific Japanese Nanboku-cho action,Change Side to Support Cost,country,multiplicative,"percent, bad",,,
narrows_proximity_impact,,none,EU5-specific proximity system,Narrows Proximity Impact,country,,"percent, bad",,,
national_church_power_cost_modifier,,none,EU5-specific church power action,Costs of Church Power Actions,country,multiplicative,"percent, bad",,,
naval_damage_done,,none,EU5-specific naval damage (EU4 uses fire/shock damage on ships via artillery_fire),Naval Damage Done,unit,,"percent, good",,,
naval_damage_taken,,none,EU5-specific naval damage,Naval Damage Taken,unit,,"percent, bad",,,
naval_morale,naval_morale_constant,high,Both add to base naval morale,Navy Morale,unit,,good,Navy,Adds to the naval morale of all ships.,Additive
naval_morale_attrition_cost,,none,EU5-specific naval morale attrition,Naval Morale Attrition Cost,unit,,"percent, bad",,,
naval_morale_modifier,naval_morale,high,Direct equivalent - naval morale modifier,Navy Morale,unit,multiplicative,"percent, good",Navy,Modifies the naval morale of all ships.,Multiplicative
naval_morale_movement_cost,,none,EU5-specific naval morale movement,Naval Morale Movement Cost,unit,,"percent, bad",,,
naval_morale_recovery,recover_navy_morale_speed,high,Direct equivalent - navy morale recovery speed,Navy Morale Recovery Speed,unit,,"percent, good",Navy,Modifies the morale recovery rate of ships.,Multiplicative
naval_range,,none,EU5-specific naval range concept,Naval Range,country,,good,,,
naval_range_modifier,,none,EU5-specific naval range concept,Naval Range,country,multiplicative,"percent, good",,,
naval_unit_attrition,naval_attrition,high,Direct equivalent - navy attrition,Navy Attrition,unit,,"percent, bad",Navy,Modifies the naval attrition taken by ships.,Multiplicative
navy_galley_build_cost_modifier,galley_cost,high,Direct equivalent - galley build cost,Galley Build Cost,"country, navy",multiplicative,"percent, bad",Navy,Modifies the base cost of galley ships.,Multiplicative
navy_galley_maintenance_cost_modifier,naval_maintenance_modifier,medium,EU4 covers all naval maintenance not just galleys,Galley Maintenance Cost,"country, navy",multiplicative,"percent, bad",Navy,Modifies the naval maintenance for all ships.,Multiplicative
navy_galley_power,galley_power,high,Direct equivalent - galley power from pips,Galley Power,"unit, navy",,"percent, good",Navy,Modifies the power galley ships gain from unit pips.,Multiplicative
navy_galley_reinforce_cost_modifier,,none,EU5-specific galley repair cost (EU4 has global_ship_repair),Galley Repair Cost,"country, navy",multiplicative,"percent, bad",,,
navy_heavy_ship_build_cost_modifier,heavy_ship_cost,high,Direct equivalent - heavy ship build cost,Heavy Ship Build Cost,"country, navy",multiplicative,"percent, bad",Navy,Modifies the base cost of heavy ships.,Multiplicative
navy_heavy_ship_maintenance_cost_modifier,naval_maintenance_modifier,medium,EU4 covers all naval maintenance not just heavy ships,Heavy Ship Maintenance Cost,"country, navy",multiplicative,"percent, bad",Navy,Modifies the naval maintenance for all ships.,Multiplicative
navy_heavy_ship_power,heavy_ship_power,high,Direct equivalent - heavy ship power from pips,Heavy Ship Power,"unit, navy",,"percent, good",Navy,Modifies the power heavy ships gain from unit pips.,Multiplicative
navy_heavy_ship_reinforce_cost_modifier,,none,EU5-specific heavy ship repair cost,Heavy Ship Repair Cost,"country, navy",multiplicative,"percent, bad",,,
navy_initiative,,none,EU5-specific naval initiative,Navy Initiative,"unit, navy",,"percent, good",,,
navy_light_ship_build_cost_modifier,light_ship_cost,high,Direct equivalent - light ship build cost,Light Ship Build Cost,"country, navy",multiplicative,"percent, bad",Navy,Modifies the base cost of light ships.,Multiplicative
navy_light_ship_maintenance_cost_modifier,naval_maintenance_modifier,medium,EU4 covers all naval maintenance not just light ships,Light Ship Maintenance Cost,"country, navy",multiplicative,"percent, bad",Navy,Modifies the naval maintenance for all ships.,Multiplicative
navy_light_ship_power,light_ship_power,high,Direct equivalent - light ship power from pips,Light Ship Power,"unit, navy",,"percent, good",Navy,Modifies the power light ships gain from unit pips.,Multiplicative
navy_light_ship_reinforce_cost_modifier,,none,EU5-specific light ship repair cost,Light Ship Repair Cost,"country, navy",multiplicative,"percent, bad",,,
navy_maintenance_efficiency,naval_maintenance_modifier,high,Direct equivalent - naval maintenance efficiency,Navy Maintenance Efficiency,"unit, navy",,"percent, good",Navy,Modifies the naval maintenance for all ships.,Multiplicative
navy_movement_speed,,none,EU5-specific navy movement (EU4 has movement_speed_in_fleet_modifier),Navy Movement Speed,"unit, navy",,"percent, good",,,
navy_movement_speed,movement_speed_in_fleet_modifier,medium,Related fleet movement speed,Navy Movement Speed,"unit, navy",,"percent, good",Navy,Modifies the movement speed for ships.,Additive
navy_repair_cost,global_ship_repair,medium,Related to ship repair,Navy Repair Cost,"unit, navy",,"percent, bad",Navy,Modifies the base repair speed (in port) of all ships.,Multiplicative
navy_tradition_decay,navy_tradition_decay,high,Direct equivalent - navy tradition decay,Navy Tradition Decay,"country, navy",,"percent, bad",Navy,Adds to the decay rate of navy tradition.,Additive
navy_tradition_from_battle,naval_tradition_from_battle,high,Direct equivalent - navy tradition from battles,Navy Tradition from Battles,"country, navy",,"percent, good",Navy,Modifies the base navy tradition gained from battles.,Multiplicative
navy_transport_build_cost_modifier,transport_cost,high,Direct equivalent - transport ship build cost,Transport Build Cost,"country, navy",multiplicative,"percent, bad",Navy,Modifies the base cost of transport ships.,Multiplicative
navy_transport_maintenance_cost_modifier,naval_maintenance_modifier,medium,EU4 covers all naval maintenance not just transports,Transport Maintenance Cost,"country, navy",multiplicative,"percent, bad",Navy,Modifies the naval maintenance for all ships.,Multiplicative
navy_transport_power,transport_power,high,Direct equivalent - transport power from pips,Transport Power,"unit, navy",,"percent, good",Navy,Modifies the power transport ships gain from unit pips.,Multiplicative
navy_transport_reinforce_cost_modifier,,none,EU5-specific transport repair cost,Transport Repair Cost,"country, navy",multiplicative,"percent, bad",,,
navy_weight_modifier,,none,EU5-specific navy weight/supply mechanic,Navy Weight,"unit, navy",multiplicative,"percent, bad",,,
no_beards,,none,EU5-specific character/culture rule,No Beards,country,boolean,good,,,
no_contact_with_outsiders_cost_modifier,,none,EU5-specific isolation action,No Contact with Outsiders Cost,country,multiplicative,"percent, bad",,,
no_lowborn_leaders,,none,EU5-specific commander class restriction,Block Lowborn Commanders,country,boolean,bad,,,
nobles_estate_agenda_impact,,none,EU5-specific estate agenda,Agenda Impact for Nobility,"country, estate",,"percent, good",,,
nobles_estate_levy_size,,none,EU5-specific estate levy,Nobles Levy Size,"country, estate",,"percent, good",,,
nobles_estate_max_tax,,none,EU5-specific estate tax range,Maximum Tax for Noble Estate,"country, estate",,"percent, good",,,
nobles_estate_min_tax,,none,EU5-specific estate tax range,Minimum Tax for Noble Estate,"country, estate",,"percent, good",,,
nobles_estate_satisfaction_decay,,none,EU5-specific estate satisfaction,Noble Estate Satisfaction Decay,"country, estate",,"percent, neutral",,,
nobles_estate_satisfaction_recovery,,none,EU5-specific estate satisfaction,Noble Estate Satisfaction Recovery,"country, estate",,"percent, neutral",,,
nobles_estate_target_satisfaction,,none,EU5-specific estate satisfaction equilibrium,Noble Estate Satisfaction Equilibrium,"country, estate",,"percent, good",,,
nomos_empsychos_bureaucracy_impact_modifier,,none,EU5-specific Byzantine bureaucracy,Nómos Émpsychos Impact,country,multiplicative,"percent, good",,,
non_rural_migration_attraction,,none,EU5-specific urban migration attraction,Towns and Cities Migration Attraction,country,,good,,,
num_bailiffs,,none,EU5-specific bailiff mechanic,Number of Bailiffs,country,,good,,,
num_local_governors,,none,EU5-specific governor mechanic,Number of Local Governors,country,,good,,,
num_naval_governors,,none,EU5-specific naval governor mechanic,Number of Naval Governors,country,,good,,,
num_of_banner_cavalry,,none,EU5-specific banner cavalry,Number of Banner Cavalry,country,,good,,,
num_of_cataphracts_modifier,,none,EU5-specific Byzantine cataphract,Number of Cataphracts Modifier,country,multiplicative,"percent, good",,,
num_of_legionaries_modifier,,none,EU5-specific Roman legionary,Number of Legionaries Modifier,country,multiplicative,"percent, good",,,
num_of_varangian_units,,none,EU5-specific Byzantine Varangian,Number of Varangian Units,country,,good,,,
num_possible_artists,,none,EU5-specific artist limit,Possible Number of Artists,country,,good,,,
num_possible_rivals,,none,EU5-specific rivals limit (EU4 has 3 rivals hard-coded),Possible Rivals,country,,good,,,
number_of_allowed_avatars,,none,EU5-specific avatar mechanic,Avatars Allowed,country,,good,,,
number_of_allowed_religious_figures,,none,EU5-specific religious figure mechanic,Religious Figures Allowed,country,,good,,,
number_of_satellite_trade_buildings,,none,EU5-specific satellite trade buildings,Number of Satellite Trade Building,country,,good,,,
ocean_proximity_impact,,none,EU5-specific proximity system,Ocean Proximity Impact,country,,"percent, bad",,,
ocean_wasteland_proximity_impact,,none,EU5-specific proximity system,Ocean Wasteland Proximity Impact,country,,"percent, bad",,,
offer_diplomatic_protection_price_cost_modifier,,none,EU5-specific diplomatic protection action,Offer Diplomatic Protection Cost Modifier,country,multiplicative,"percent, bad",,,
omen_strength_modifier,,none,EU5-specific omen system,Omen Strength,country,multiplicative,"percent, good",,,
omen_time_modifier,,none,EU5-specific omen system,Omen Length,country,multiplicative,"percent, good",,,
omens_offered,,none,EU5-specific omen system,Omens Offered,country,,good,,,
organize_spiritual_retreat_cost_modifier,,none,EU5-specific religious action,Organize a Spiritual Retreat Cost,country,multiplicative,bad,,,
orthodox_monastery_building_cost_modifier,,none,EU5-specific Orthodox building action,Orthodox Monastery Building Cost,country,multiplicative,"percent, bad",,,
orthodox_synod_cost_modifier,,none,EU5-specific Orthodox synod action,Orthodox Synod Cost,country,multiplicative,"percent, bad",,,
overlord_blocked_from_building_buildings,,none,EU5-specific overlord restriction,Overlord Blocked from Building Buildings,country,boolean,neutral,,,
overlord_blocked_from_building_rgos,,none,EU5-specific overlord restriction,Overlord Blocked from Building RGO,country,boolean,neutral,,,
overlord_blocked_from_building_roads,,none,EU5-specific overlord restriction,Overlord Blocked from Building Roads,country,boolean,neutral,,,
overlord_blocked_from_building_ships,,none,EU5-specific overlord restriction,Overlord Blocked from Building Ships,country,boolean,neutral,,,
overlord_blocked_from_recruiting_regiments,,none,EU5-specific overlord restriction,Overlord Blocked from Recruiting Regiments,country,boolean,neutral,,,
own_coast_naval_combat_bonus,own_coast_naval_combat_bonus,high,Direct equivalent - naval combat bonus in own coastal waters,Combat Outside Own Coasts,unit,,"percent, good",Navy,Modifies the combat bonus navies gain when sailing in coastal tiles that border their home nation.,Multiplicative
papacy_blocked,,none,EU5-specific papacy block flag,Papacy Blocked,religion,boolean,bad,,,
papal_authority_modifier,,none,EU5-specific papal authority modifier,Papal Authority Modifier,all,multiplicative,"percent, good",,,
papal_relations,,none,EU5-specific papal relations (EU4 has papal_influence but different),Papal Relations,country,,good,,,
pardon_price_cost_modifier,,none,EU5-specific character pardon action,Pardon Cost Modifier,country,multiplicative,"percent, bad",,,
parliament_abolished,,none,EU5-specific parliament abolition flag,Parliament Abolished,country,boolean,good,,,
parliament_base_support,parliament_backing_chance,medium,Related parliament support/backing mechanic,Parliament Base Support,country,,"percent, good",Government,Modifies how many seats will back an issue in general.,Multiplicative
parliament_duration_modifier,parliament_effect_duration,medium,Related parliament duration but different phase,Parliament Duration,country,multiplicative,"percent, neutral",Government,Adds to the years for the effect duration of passed issue.,Additive
parliament_duration_modifier,parliament_debate_duration,medium,Related parliament debate duration,Parliament Duration,country,multiplicative,"percent, neutral",Government,Adds to the years of debate duration for an issue.,Additive
parliament_request_issue_support_needed,,none,EU5-specific parliament support threshold,Parliament Request Issue Support Needed,country,,"percent, bad",,,
payment_to_overlord_modifier,,none,EU5-specific overlord payment,Payment to Overlord,country,multiplicative,"percent, bad",,,
peace_offer_fairness,,none,EU5-specific peace AI mechanic,Peace Offer Fairness,country,,good,,,
peace_offer_negotiation_power,,none,EU5-specific peace AI mechanic,Peace Offer Negotiation Power,country,,good,,,
peasants_allowed_weapons,,none,EU5-specific peasant rights,Peasants Allowed Weapons,country,boolean,good,,,
peasants_estate_agenda_impact,,none,EU5-specific estate agenda,Agenda Impact for Commoners,"country, estate",,"percent, good",,,
peasants_estate_levy_size,,none,EU5-specific estate levy,Peasants Levy Size,"country, estate",,"percent, good",,,
peasants_estate_max_tax,,none,EU5-specific estate tax range,Maximum Tax for Peasants Estate,"country, estate",,"percent, good",,,
peasants_estate_min_tax,,none,EU5-specific estate tax range,Minimum Tax for Peasants Estate,"country, estate",,"percent, good",,,
peasants_estate_satisfaction_decay,,none,EU5-specific estate satisfaction,Peasant Estate Satisfaction Decay,"country, estate",,"percent, neutral",,,
peasants_estate_satisfaction_recovery,,none,EU5-specific estate satisfaction,Peasant Estate Satisfaction Recovery,"country, estate",,"percent, neutral",,,
peasants_estate_target_satisfaction,,none,EU5-specific estate satisfaction equilibrium,Peasant Estate Satisfaction Equilibrium,"country, estate",,"percent, good",,,
peasants_war_actions_price_cost_modifier,,none,EU5-specific Peasants' War situation,Peasants' War Main Actions Price Cost Modifier,country,multiplicative,"percent, bad",,,
perform_tantric_ritual_cost_modifier,,none,EU5-specific tantric ritual action,Perform a Tantric Ritual Cost,country,multiplicative,bad,,,
perform_yoga_cost_modifier,,none,EU5-specific yoga action,Perform Yoga Cost,country,multiplicative,"percent, bad",,,
periphora_cost_modifier,,none,EU5-specific Byzantine action,Periphora Cost,country,multiplicative,"percent, bad",,,
permanent_parliament_location,,none,EU5-specific parliament location flag,Permanent Parliament,country,boolean,good,,,
pilgrimage_action_cost_modifier,,none,EU5-specific pilgrimage religious action,Cost of Pilgrimage Religious Action,country,multiplicative,"percent, bad",,,
plan_italian_campaign_wars_price_cost_modifier,,none,EU5-specific Italian Wars action,Campaign in Italy Cost,country,multiplicative,"percent, bad",,,
plateau_proximity_impact,,none,EU5-specific proximity system,Plateau Proximity Impact,country,,"percent, bad",,,
plateau_wasteland_proximity_impact,,none,EU5-specific proximity system,Plateau Wasteland Proximity Impact,country,,"percent, bad",,,
policy_vote_cost_modifier,,none,EU5-specific policy vote action,Policy Proposal Cost,country,multiplicative,"percent, bad",,,
pop_countries_opinions,,none,EU5-specific pop opinion system,Society of Pops Opinions,country,,good,,,
pop_join_rebel_threshold,,none,EU5-specific pop rebel mechanic,Pop Join Rebels Threshold,country,,"percent, bad",,,
pop_leave_rebels_threshold,,none,EU5-specific pop rebel mechanic,Pop Leave Rebels Threshold,country,,"percent, bad",,,
port_cost_distance_from_capital,,none,EU5-specific port proximity system,Proximity Cost through Port,country,,bad,,,
possible_frontage_modifier,,none,EU5-specific battle frontage,Possible Frontage,unit,multiplicative,"percent, good",,,
power_projection,,none,EU5-specific power projection (EU4 has power_projection_from_insults),Power Projection,country,,good,,,
prestige_decay,prestige_decay,high,Direct equivalent - prestige decay,Prestige Decay,country,,"percent, bad",Court,Adds to the base rate of prestige decay.,Additive
prestige_from_land_battle,prestige_from_land,high,Direct equivalent - prestige from land battles,Prestige from Land Battles,country,,"percent, good",Military,Modifies the prestige bonus from combat.,Multiplicative
prestige_from_naval_battle,prestige_from_naval,high,Direct equivalent - prestige from naval battles,Prestige from Naval Battles,country,,"percent, good",Navy,Modifies the prestige gained through naval battles.,Multiplicative
prevented_from_changing_court_language_by_overlord,,none,EU5-specific overlord restriction,Prevented from Changing Court Language by Overlord,country,boolean,good,,,
privateer_durability,,none,EU5-specific privateer mechanic,Privateer Durability,country,,"percent, good",,,
privateer_maintenance_cost_modifier,,none,EU5-specific privateer maintenance,Privateer Maintenance,country,multiplicative,"percent, bad",,,
proclaim_decree_cost_modifier,,none,EU5-specific decree action,Proclaim Decree Cost,country,multiplicative,"percent, bad",,,
procure_remedies_cost_modifier,,none,EU5-specific plague/disease action,Procure Remedies Cost,country,multiplicative,"percent, bad",,,
promote_sect_cost_modifier,,none,EU5-specific religious sect action,Promote Sect Cost,country,multiplicative,bad,,,
propose_curia_action_cost_modifier,curia_powers_cost,high,Both modify curia action costs,Propose Curia Action Cost,country,multiplicative,"percent, bad",Religion,Modifies the papal influence cost of the curia actions.,Multiplicative
province_integration_speed,global_integration_speed_modifier,high,Related to integration/annexation speed of provinces,Speed of Integration,province,,good,,,
provoke_rebels_price_cost_modifier,,none,EU5-specific rebel provocation action,Provoke Rebels Main Actions Price Cost Modifier,country,multiplicative,"percent, bad",,,
rank_duchy_upgrade_cost_modifier,,none,EU5-specific rank upgrade cost,Upgrade to Duchy Cost,country,multiplicative,"percent, bad",,,
rank_empire_upgrade_cost_modifier,,none,EU5-specific rank upgrade cost,Upgrade to Empire Cost,country,multiplicative,"percent, bad",,,
rank_kingdom_upgrade_cost_modifier,,none,EU5-specific rank upgrade cost,Upgrade to Kingdom Cost,country,multiplicative,"percent, bad",,,
ransom_units_cost_modifier,,none,EU5-specific ransom action,Ransom Units Cost,country,multiplicative,"percent, bad",,,
raw_material_in_province_impact,,none,EU5-specific raw materials system,Local Access to Raw Materials,country,,"percent, good",,,
reach_compromise_with_huguenots_price_cost_modifier,,none,EU5-specific Huguenots situation action,Compromise with the Huguenots Cost,country,multiplicative,"percent, bad",,,
reasons_to_elect,reasons_to_elect,high,Direct equivalent - reasons for HRE electors to vote,Reasons to Elect,country,,good,Holy Roman Empire,Adds to the reasons a country should elect you as emperor,Additive
reasons_to_vote,,none,EU5-specific voting reasons (EU4 has legitimate_subject_elector but different),Reasons to Vote,country,,good,,,
rebel_monthly_progress,,none,EU5-specific rebel progress (EU4 uses global_unrest),Rebel Monthly Progress,rebel,,"percent, bad",,,
recruit_conquistador_cost_modifier,,none,EU5-specific conquistador recruitment cost,Conquistador Cost,country,multiplicative,"percent, bad",,,
recruit_explorer_cost_modifier,,none,EU5-specific explorer recruitment cost,Recruiting Explorers,country,multiplicative,"percent, bad",,,
reduce_rebels_from_ikko_ikki_cost_modifier,,none,EU5-specific Ikko-ikki action,Cost of Reduce Religious Rebel Progress Action,country,multiplicative,"percent, bad",,,
reestablish_hellenism_price_cost_modifier,,none,EU5-specific Hellenism action,Reestablish Hellenism Price Cost Modifier,country,multiplicative,"percent, bad",,,
regiment_recruit_speed,global_regiment_recruit_speed,high,Direct equivalent - regiment recruitment speed,Recruitment Speed,country,,"percent, good",Military,Modifies the base speed at which land units are recruited.,Multiplicative
regiment_reinforcement_speed,reinforce_speed,high,Direct equivalent - regiment reinforcement speed,Reinforcement Speed,unit,,"percent, good",Military,Modifies the rate at which units are reinforced with new men.,Multiplicative
reject_subjugation_reasons,,none,EU5-specific subjugation rejection (inverse of accept_subjugation_reasons),Reject Subjugation Reasons,country,,neutral,,,
religious_icon_power_modifier,,none,EU5-specific religious icon system,Religious Icon Power Modifier,country,multiplicative,"percent, good",,,
religious_offering_cost_modifier,,none,EU5-specific religious offering action,Cost of Religious Offering Religious Action,country,multiplicative,"percent, bad",,,
religious_turmoil_actions_price_cost_modifier,,none,EU5-specific religious turmoil situation,Religious Turmoil Main Actions Price Cost Modifier,country,multiplicative,"percent, bad",,,
religious_unity_importance_modifier,,none,EU5-specific AI importance modifier,Religious Unity Importance Modifier,country,multiplicative,good,,,
relocate_ecumenical_patriarchate_cost_modifier,,none,EU5-specific Orthodox patriarchate action,Relocate Ecumenical Patriarchate Cost,country,multiplicative,"percent, bad",,,
relocate_market_cost_modifier,,none,EU5-specific market relocation action,Relocate Market Cost,country,multiplicative,"percent, bad",,,
remove_accepted_culture_cost_modifier,,none,EU5-specific culture removal action,Remove Accepted Culture Cost,country,multiplicative,"percent, bad",,,
remove_bureaucracy_price_cost_modifier,,none,EU5-specific bureaucracy removal,Remove Bureaucracy Price Modifier,country,multiplicative,"percent, bad",,,
remove_government_reform_cost_modifier,,none,EU5-specific reform removal action,Remove Government Reform Cost,country,multiplicative,"percent, bad",,,
remove_location_from_international_organization_cost_modifier,,none,EU5-specific international organization action,Remove Location from International Organization Cost,country,multiplicative,"percent, bad",,,
remove_lutheran_preacher_cost_modifier,,none,EU5-specific Lutheran preacher action,Remove Lutheran Preacher Cost,country,multiplicative,"percent, bad",,,
remove_panaqa_early_cost_modifier,,none,EU5-specific Inca panaqa action,Remove Panaqa Early,country,multiplicative,"percent, bad",,,
remove_religious_aspect_christian_cost_modifier,,none,EU5-specific religious aspect action,Cost of Removing Religious Aspect,country,multiplicative,"percent, bad",,,
remove_religious_aspect_hellenism_cost_modifier,,none,EU5-specific religious aspect action,Cost of Removing Religious Aspect,country,multiplicative,"percent, bad",,,
remove_religious_aspect_inti_cost_modifier,,none,EU5-specific religious aspect action,Cost of Ceasing Worshipping a God,country,multiplicative,"percent, bad",,,
remove_tolerated_culture_cost_modifier,,none,EU5-specific tolerated culture action,Remove Tolerated Culture Cost,country,multiplicative,"percent, bad",,,
replace_cabinet_member_cost_modifier,,none,EU5-specific cabinet action,Replace Cabinet Member Cost,country,multiplicative,"percent, bad",,,
replace_rival_cost_modifier,rival_change_cost,high,Direct equivalent - cost to replace rival,Replace Rival Cost,country,multiplicative,"percent, bad",Diplomacy,Modifies the diplomatic power cost to change rivals.,Multiplicative
request_aid_price_cost_modifier,,none,EU5-specific aid request action,Request Aid Cost Modifier,country,multiplicative,"percent, bad",,,
reroll_avatar_cost_modifier,,none,EU5-specific avatar action,Change Avatar Cost,country,multiplicative,"percent, bad",,,
research_speed,,none,EU5-specific research speed (EU4 uses technology_cost),Monthly Research Progress,country,,good,,,
