eu5_modifier,eu4_matches,confidence,notes,eu5_localization,eu5_category,eu5_type,eu5_format,eu4_subsection,eu4_description,eu4_effect_type
maintain_bureaucracy_price_cost_modifier,,none,EU5-specific bureaucracy maintenance,Maintain Bureaucracy Price Modifier,country,multiplicative,"percent, bad",,,
make_tribals_peasants,,none,EU5-specific pop tribal promotion,This will make [ShowPopTypeName('tribesmen')] to [ShowPopTypeName('peasants')] when a [colonial_charter|e] flips a [location|e] to become [owned|e].,country,boolean,good,,,
male_spouses,,none,EU5-specific polygamy mechanic,A maximum number of male spouses that a [character|e] can be [married|e] with,country,,good,,,
manpower_importance_modifier,,none,EU5-specific AI importance modifier,This modifiers how much the AI country values manpower.,country,multiplicative,good,,,
market_building_levels,,none,EU5-specific trade building system,This impacts how many [ShowBuildingCategoryName('trade_category')] [buildings|e] a [country|e] can have in each [location|e].,country,,"percent, good",,,
max_diplomats,diplomats,high,Both add to diplomat count,This impacts how many [diplomats|e] a [country|e] can have in reserve.,country,,good,Diplomacy,Adds to a country's diplomat count.,Additive
max_manpower,global_manpower,high,Both add to max manpower pool,This increases the maximum amount of [manpower|e] a [country|e] can have at its disposal.,country,,good,Military,Adds to the country's total manpower pool. 1 equals 1000 men.,Additive
max_sailors,global_sailors,high,Both add to max sailors pool,This increases the maximum amount of [sailors|e] a [country|e] can have at its disposal.,country,,good,Navy,Adds to a country's maximum sailor pool.,Additive
max_war_exhaustion,war_exhaustion_cost,low,Semantic match: war_exhaustion_cost ↔ max_war_exhaustion,This changes how much [war_exhaustion|e] a [country|e] can get. Reaching the limit during a [war|e] will force the [country] to capitulate.,country,,good,Military,Modifies the diplomatic power cost for reducing war exhaustion.,Multiplicative
maximum_religious_influence,religious_unity,low,Match: religious_unity ↔ maximum_religious_influence,This impacts how much [religious_influence|e] a [country|e] can save for future needs.,country,,good,Religion,Adds to the base religious unity value for a country.,Additive
may_convert_vassals_to_celestial_governors,,none,EU5-specific Chinese celestial governor,This allows us to convert a member to a $celestial_governor$ within the [GetUniqueInternationalOrganization('middle_kingdom').GetName].,country,boolean,good,,,
may_explore,may_explore,high,Direct equivalent - exploration mission permission,This allows a [country|e] to start [explorations|e].,country,boolean,good,Colonisation,Allows the recruitment of explorers and conquisadors.,Constant
may_hire_eunuch_advisors,,none,EU5-specific eunuch advisor,This grants a small chance of a Eunuch character appearing via the [ShowGenericActionName('hire_advisor')] [action|e] in the Cabinet subtab. Eunuch characters have the [ShowTraitName('castrated')] [trait|e] and higher average [abilities|e].,country,boolean,good,,,
may_not_take_land_in_peace_treaties,,none,EU5-specific peace treaty restriction,This prevents a [country|e] from taking [locations|e] in peace treaties.,country,boolean,bad,,,
mayan_ceremonial_festivals_cost_modifier,,none,EU5-specific Mayan religious action,This impacts the [costs|e] of [ShowGenericActionName('mayan_ceremonial_festivals')].,country,multiplicative,"percent, bad",,,
megalopolis_upgrade_cost_modifier,,none,EU5-specific megalopolis building,This impacts the [costs|e] of creating a [ShowLocationRankName('megalopolis')].,country,multiplicative,"percent, bad",,,
mend_schism_price_cost_modifier,,none,EU5-specific religious schism action,Mend the Schism Price Cost Modifier,country,multiplicative,"percent, bad",,,
mercenary_maintenance_efficiency,merc_maintenance_modifier,high,Direct equivalent - mercenary maintenance cost,This impacts how much [gold|e] is paid for any [mercenaries|e].,country,,"percent, good",Mercenary,Modifies the maintenance cost of all mercenary units.,Multiplicative
mercenary_range,,none,EU5-specific mercenary range,This impacts how far away from the [country|e] we can hire [mercenaries|e].,country,,good,,,
mercenary_range_modifier,,none,EU5-specific mercenary range,This impacts how far away from the [country|e] we can hire [mercenaries|e].,country,multiplicative,"percent, good",,,
mercenary_units_preference_modifier,,none,EU5-specific AI mercenary preference,This modifies the preference of using mercenary units in wars opposed to levies and regulars.,country,multiplicative,good,,,
merchant_guild_chapel_price_cost_modifier,,none,EU5-specific merchant guild action,This impacts how much it costs to construct a [ShowBuildingTypeName('merchant_guild_chapel')].,country,multiplicative,"percent, bad",,,
merchant_maintenance_efficiency,,none,EU5-specific merchant maintenance,This impacts how much our [merchants|e] cost when doing [trades|e].,country,,"percent, good",,,
merchant_power_from_maritime,global_ship_trade_power;ship_trade_power,medium,Match: global_ship_trade_power ↔ merchant_power_from_maritime; Direct match - EU4 ship_trade_power (trade power from ships) = EU5 merchant_power_from_maritime (merchant power from maritime presence); both convert naval presence into trade advantage,This impacts how much [merchant_power|e] a [country|e] gets from [maritime_presence|e] in a [seazone|e].,country,,good,Trade,Modifies the trade power ships grant when protecting trade.,Multiplicative
merchant_power_from_maritime_modifier,global_ship_trade_power;ship_trade_power_modifier,medium,Match: global_ship_trade_power ↔ merchant_power_from_maritime_modifier; Direct match - EU4 ship_trade_power_modifier = EU5 merchant_power_from_maritime_modifier; both modify trade power gained from naval presence,This impacts how much [merchant_power|e] a [country|e] gets from [maritime_presence|e] in a [seazone|e].,country,multiplicative,"percent, good",Trade,Modifies the trade power ships grant when protecting trade.,Multiplicative
mercury_patio_max_level,,none,EU5-specific building max level,This modifies how many levels the [ShowBuildingTypeName('mercury_patio')] can have.,country,additive,good,,,
mesa_wasteland_proximity_impact,global_regiment_cost,high,Semantic match: global_regiment_cost ↔ mesa_wasteland_proximity_impact,This impacts the [proximity|e] cost when going through [ShowTopographyName('mesa_wasteland')].,country,,"percent, bad",Military,Modifies the base unit cost for all land units.,Multiplicative
miaphysite_monastery_building_cost_modifier,,none,EU5-specific Miaphysite building,This impacts how much it [costs|e] to build a [ShowBuildingTypeName('miaphysite_monastery')].,country,multiplicative,"percent, bad",,,
middle_kingdom_tribute_price_cost_modifier,,none,EU5-specific Chinese tribute action,This impacts the [costs|e] of tribute in the $middle_kingdom$.,country,multiplicative,"percent, bad",,,
migrate_pop_based_country_cost_modifier,,none,EU5-specific migration action,This impacts the [costs|e] of [ShowGenericActionName('migrate_pop_based_country')].,country,multiplicative,"percent, bad",,,
migrate_to_new_waters_cost_modifier,,none,EU5-specific naval migration action,This impacts the [costs|e] of migrating to new waters.,country,multiplicative,"percent, good",,,
military_tactics,military_tactics;shock_damage_received;fire_damage_received,high,Direct equivalent - military tactics; Loose match - EU4 phase-based damage received modifiers mapped to EU5 military_tactics; both reduce incoming damage,This impacts the [military_tactics|e] of a [regiment|e].,unit,,good,Military,"Modifies the amount of Military tactics your armies have. Military tactics reduces the amount of damage a country's troops take in combat. When set in ideas it shows up like a multiplicative % modifier, but it is treated like an additive one.",Additive
minting_income_factor,inflation_reduction,low,Match: inflation_reduction ↔ minting_income_factor,This impacts how much [gold|e] that a [country|e] will get from [minting|e].,country,,"percent, good",Economy,Adds to the base yearly inflation reduction rate.,Additive
minting_inflation_threshold,inflation_reduction,low,Match: inflation_reduction ↔ minting_inflation_threshold,This impacts how much [minting|e] can be done for a [country|e] before they get [inflation|e].,country,,"percent, good",Economy,Adds to the base yearly inflation reduction rate.,Additive
monthly_army_tradition,army_tradition,high,Both add to army tradition rate (EU5 monthly vs EU4 yearly),This impacts how much [army_tradition|e] we will get each month.,country,,good,Military,Adds to the rate of army tradition gained each year.,Additive
monthly_burghers_estate_rebel_growth,monthly_federation_favor_growth,medium,Match: monthly_federation_favor_growth ↔ monthly_burghers_estate_rebel_growth,This impacts how quickly [ShowEstateTypeName('burghers_estate')] [rebels|e] progress to a [civil_war|e].,"country, estate",,"percent, bad",Diplomacy,Adds to the monthly change of favors with other countries in the native federation.,Additive
monthly_celestial_authority,imperial_mandate,medium,Match: imperial_mandate ↔ monthly_celestial_authority,This impacts the monthly change of $celestial_authority$.,all,,good,Government,Adds to the rate of Mandate gained per month.,Additive
monthly_clergy_estate_rebel_growth,monthly_federation_favor_growth,medium,Match: monthly_federation_favor_growth ↔ monthly_clergy_estate_rebel_growth,This impacts how quickly [ShowEstateTypeName('clergy_estate')] [rebels|e] progress to a [civil_war|e].,"country, estate",,"percent, bad",Diplomacy,Adds to the monthly change of favors with other countries in the native federation.,Additive
monthly_complacency,,none,EU5-specific complacency disaster,This impacts how much [complacency|e] a [country|e] gets each month.,country,,bad,,,
monthly_cossacks_estate_rebel_growth,monthly_federation_favor_growth,medium,Match: monthly_federation_favor_growth ↔ monthly_cossacks_estate_rebel_growth,This impacts how quickly [ShowEstateTypeName('cossacks_estate')] [rebels|e] progress to a [civil_war|e].,"country, estate",,"percent, bad",Diplomacy,Adds to the monthly change of favors with other countries in the native federation.,Additive
monthly_crown_estate_rebel_growth,monthly_federation_favor_growth,medium,Match: monthly_federation_favor_growth ↔ monthly_crown_estate_rebel_growth,This impacts how quickly [ShowEstateTypeName('crown_estate')] [rebels|e] progress to a [civil_war|e].,"country, estate",,"percent, bad",Diplomacy,Adds to the monthly change of favors with other countries in the native federation.,Additive
monthly_devotion,devotion,high,Direct equivalent - devotion gain (EU5 monthly vs EU4 yearly),This impacts how much [devotion|e] a [country|e] gets each month.,country,,good,Government,Adds to the yearly rate of devotion.Does not appear or have an effect if a country's government does not use devotion.,Additive
monthly_dhimmi_estate_rebel_growth,monthly_federation_favor_growth,medium,Match: monthly_federation_favor_growth ↔ monthly_dhimmi_estate_rebel_growth,This impacts how quickly [ShowEstateTypeName('dhimmi_estate')] [rebels|e] progress to a [civil_war|e].,"country, estate",,"percent, bad",Diplomacy,Adds to the monthly change of favors with other countries in the native federation.,Additive
monthly_diplomats,,none,EU5-specific monthly diplomat generation,This impacts how many [diplomats|e] a [country|e] can get in a month.,country,,good,,,
monthly_doom,yearly_doom_reduction,medium,Match: yearly_doom_reduction ↔ monthly_doom,This impacts how much [doom|e] a [country|e] gets each month.,country,,bad,Religion,Adds to the yearly reduction rate of doom.,Additive
monthly_experience_gain,army_tradition,low,Match: army_tradition ↔ monthly_experience_gain,This is how much [experience|e] that a [regiment|e] or [ship|e] gains each month.,unit,,"percent, good",Military,Adds to the rate of army tradition gained each year.,Additive
monthly_gold_expense,monthly_gold_inflation_modifier,medium,Match: monthly_gold_inflation_modifier ↔ monthly_gold_expense,This will directly impact the [treasury|e] each month for a [country|e].,country,,bad,Economy,Modifies the amount of inflation generated by gold mines.,Multiplicative
monthly_gold_income,global_tax_income,medium,Related monthly gold income but EU4 is tax-specific,This will directly impact the [treasury|e] each month for a [country|e].,country,,good,Economy,Adds to the base tax income per year (i.e. 12 equals 1 extra per month).,Additive
monthly_harmony,yearly_harmony,high,Direct equivalent - harmony gain (EU5 monthly vs EU4 yearly),This impacts how much [harmony|e] a [country|e] gets each month.,country,,good,Religion,Adds to the rate of harmony gained per year.,Additive
monthly_honor,,none,EU5-specific honor mechanic,This impacts how much [honor|e] a [country|e] gets each month.,country,,good,,,
monthly_horde_unity,horde_unity,high,Direct equivalent - horde unity (EU5 monthly vs EU4 yearly),This impacts how much [horde_unity|e] a [country|e] gets each month.,country,,good,Government,Adds to the yearly rate of horde unity.Does not appear or have an effect if a country's government does not use horde unity.,Additive
monthly_imperial_authority,imperial_authority_value,high,Direct equivalent - imperial authority monthly rate,This impacts how much Imperial Authority the [GetInternationalOrganizationType('hre').GetName] will get each month.\n#Y Has no effect if we are not the leader of the [GetInternationalOrganizationType('hre').GetNameWithNoTooltip].#!,all,,good,Holy Roman Empire,Adds to the rate of imperial authority gained per month.,Additive
monthly_inflation,inflation_reduction,low,Semantic match: inflation_reduction ↔ monthly_inflation,This impacts how much [inflation|e] we will get each month.,country,,"percent, bad",Economy,Adds to the base yearly inflation reduction rate.,Additive
monthly_karma,monthly_karma,high,Direct equivalent - monthly karma,This impacts how much [karma|e] a [country|e] gets each month.,country,,neutral,Religion,Adds to the rate of karma gained per month.,Additive
monthly_karma_decay,yearly_karma_decay,high,Direct equivalent - karma decay (EU5 monthly vs EU4 yearly),"This impacts the decay towards #V 0#! [karma|e], where the decay is a percentage of the current karma.",country,,neutral,Religion,Modifies the yearly decay rate of Karma towards 0.,Multiplicative
monthly_legitimacy,legitimacy,high,Direct equivalent - legitimacy gain (EU5 monthly vs EU4 yearly),This impacts how much [legitimacy|e] a [country|e] gets each month.,country,,good,Government,Adds to the yearly rate of legitimacy.Does not appear or have an effect if a country's government does not use legitimacy.,Additive
monthly_loan_capacity_investment,,none,EU5-specific loan capacity mechanic,This impacts the monthly increase of the [loan_capacity|e] of a [country|e].,country,,good,,,
monthly_nahualt_reform_progress,reform_progress_growth,medium,Match: reform_progress_growth ↔ monthly_nahualt_reform_progress,This impacts the speed of religious reforms for a [country|e] that follows the [ShowReligionAdjective('nahuatl')] [religion|e].,country,,good,Government,Changes the rate of government reform progress gain from autonomy.,Multiplicative
monthly_monthly_navy_tradition,navy_tradition,high,Both add to navy tradition rate (typo in EU5 modifier name),Monthly Navy Tradition,country,,good,Navy,Adds to the yearly navy tradition rate.,Additive
monthly_nobles_estate_rebel_growth,monthly_federation_favor_growth,medium,Match: monthly_federation_favor_growth ↔ monthly_nobles_estate_rebel_growth,This impacts how quickly [ShowEstateTypeName('nobles_estate')] [rebels|e] progress to a [civil_war|e].,"country, estate",,"percent, bad",Diplomacy,Adds to the monthly change of favors with other countries in the native federation.,Additive
monthly_papal_authority,papal_influence,high,Related papal authority/influence gain,This impacts how much [papal_authority|e] we will get each month.,all,,good,Religion,Adds to the rate of papal influence gained per year.,Additive
monthly_peasants_estate_rebel_growth,monthly_federation_favor_growth,medium,Match: monthly_federation_favor_growth ↔ monthly_peasants_estate_rebel_growth,This impacts how quickly [ShowEstateTypeName('peasants_estate')] [rebels|e] progress to a [civil_war|e].,"country, estate",,"percent, bad",Diplomacy,Adds to the monthly change of favors with other countries in the native federation.,Additive
monthly_prestige,prestige,high,Direct equivalent - prestige gain (EU5 monthly vs EU4 yearly),This impacts how much [prestige|e] we will get each month.,country,,good,Court,Adds to the base yearly rate of prestige.,Additive
monthly_pretender_rebel_growth,global_unrest,medium,Match: global_unrest ↔ monthly_pretender_rebel_growth,This impacts how quickly Pretender [rebels|e] progress to a [civil_war|e].,country,,"percent, bad",Stability,Adds to the base unrest value.,Additive
monthly_purity,,none,EU5-specific purity mechanic,This impacts how much [purity|e] a [country|e] gets each month.,country,,neutral,,,
monthly_rebel_growth,global_unrest,medium,Match: global_unrest ↔ monthly_rebel_growth,This impacts how quickly [rebels|e] progress to a [revolt|e] or [civil_war|e].,country,,"percent, bad",Stability,Adds to the base unrest value.,Additive
monthly_reform_desire,monthly_reform_progress,medium,Match: monthly_reform_progress ↔ monthly_reform_desire,This impacts the monthly change of [reform_desire|e] for a [religion|e].,religion,,"percent, bad",Government,"Adds to the rate of government reform progress gain (this is modified by monthly_reform_progress_modifier, but not by reform_progress_growth).",Additive
monthly_religious_influence,religious_unity,low,Match: religious_unity ↔ monthly_religious_influence,This impacts how much [religious_influence|e] a [country|e] gets each month.,country,,good,Religion,Adds to the base religious unity value for a country.,Additive
monthly_religious_rebel_growth,global_unrest,medium,Match: global_unrest ↔ monthly_religious_rebel_growth,This impacts how quickly Religious [rebels|e] progress to a [revolt|e] or [civil_war|e].,country,,"percent, bad",Stability,Adds to the base unrest value.,Additive
monthly_republican_tradition,republican_tradition,high,Direct equivalent - republican tradition (EU5 monthly vs EU4 yearly),This impacts how much [republican_tradition|e] a [country|e] gets each month.,country,,good,Government,Adds to the yearly rate of republican tradition.Does not appear or have an effect if a country's government does not use republican tradition.,Additive
monthly_righteousness,,none,EU5-specific righteousness mechanic,This impacts how much [righteousness|e] a [country|e] gets each month.,country,,good,,,
monthly_rite_power,monthly_<government_power_type_id>,medium,Match: monthly_<government_power_type_id> ↔ monthly_rite_power,This impacts how much [rite_power|e] we will get each month.,country,,good,Government,Adds to the monthly rate of power for governments with the particular mechanic.,Additive
monthly_self_control,,none,EU5-specific self control mechanic,This impacts how much [self_control|e] a [country|e] gets each month.,country,,good,,,
monthly_slave_rebel_growth,global_unrest,medium,Match: global_unrest ↔ monthly_slave_rebel_growth,This impacts how quickly Slave [rebels|e] progress to a [revolt|e].,country,,"percent, bad",Stability,Adds to the base unrest value.,Additive
monthly_tribal_cohesion,,none,EU5-specific tribal cohesion,This impacts how much [tribal_cohesion|e] a [country|e] gets each month.,country,,good,,,
monthly_tribes_estate_rebel_growth,monthly_federation_favor_growth,medium,Match: monthly_federation_favor_growth ↔ monthly_tribes_estate_rebel_growth,This impacts how quickly [ShowEstateTypeName('tribes_estate')] [rebels|e] progress to a [civil_war|e].,"country, estate",,"percent, bad",Diplomacy,Adds to the monthly change of favors with other countries in the native federation.,Additive
monthly_war_exhaustion,war_exhaustion;war_exhaustion_cost,high,Direct equivalent - monthly war exhaustion rate; Inverse match - EU4 war_exhaustion_cost (cost to reduce WE) mapped to EU5 monthly_war_exhaustion (WE rate); both govern war exhaustion management,This impacts how much [war_exhaustion|e] we will get each month.,country,,bad,Military,Adds to the monthly war exhaustion rate.,Additive
monthly_yanantin,,none,EU5-specific Inca yanantin mechanic,This impacts how much [yanantin|e] a [country|e] gets each month.,country,,bad,,,
morale_recovery_in_friendly,recover_army_morale_speed,medium,Related morale recovery but EU5 is territory-specific,This impacts how quickly the [morale|e] of a [regiment|e] recovers in [friendly|e] [locations|e].,unit,,"percent, good",Military,Modifies the army morale recovery speed.,Multiplicative
mountain_wasteland_proximity_impact,global_regiment_cost,high,Semantic match: global_regiment_cost ↔ mountain_wasteland_proximity_impact,This impacts the [proximity|e] cost when going through [ShowTopographyName('mountain_wasteland')].,country,,"percent, bad",Military,Modifies the base unit cost for all land units.,Multiplicative
mountains_proximity_impact,,none,EU5-specific proximity system,This impacts the [proximity|e] cost when going through [ShowTopographyName('mountains')].,country,,"percent, bad",,,
move_good_to_new_location_cost_modifier,,none,EU5-specific trade goods relocation action,This impacts the [costs|e] of moving a good to a new location.,country,multiplicative,"percent, good",,,
move_to_assist_on_adjacent_combat,,none,EU5-specific battle assist mechanic,This impacts if the [unit|e] will automatically start moving to assist in a [battle|e] in an adjacent [location|e].,unit,boolean,good,,,
movement_speed_if_no_road,movement_speed_in_fleet_modifier,medium,Match: movement_speed_in_fleet_modifier ↔ movement_speed_if_no_road,This impacts how fast an [army|e] can move between [locations|e] where there is not a [road|e].,unit,,"percent, good",Navy,Modifies the movement speed for ships.,Additive
movement_speed_when_attached_to_another_unit,movement_speed_in_fleet_modifier,medium,Match: movement_speed_in_fleet_modifier ↔ movement_speed_when_attached_to_another_unit,This impacts how long it takes a [unit|e] to move through a [location|e] when it is attached to another unit.,unit,,"percent, bad",Navy,Modifies the movement speed for ships.,Additive
n_panokseon_build_cost_modifier,,none,EU5-specific Korean ship type,This impacts how much it costs to [recruit|e] a [ShowUnitDefinitionName('n_panokseon')].,country,multiplicative,"percent, bad",,,
n_panokseon_maintenance_cost_modifier,,none,EU5-specific Korean ship type,This impacts how much it costs to [maintain|e] a [ShowUnitDefinitionName('n_panokseon')].,country,multiplicative,"percent, bad",,,
n_panokseon_reinforce_cost_modifier,,none,EU5-specific Korean ship type,This impacts how much it costs to [repair|e] a [ShowUnitDefinitionName('n_panokseon')].,country,multiplicative,"percent, bad",,,
nahuatl_religious_actions_price_cost_modifier,same_religion_advisor_cost,medium,Semantic match: same_religion_advisor_cost ↔ nahuatl_religious_actions_price_cost_modifier,This impacts the [costs|e] of [actions|e] associated with the [ShowReligionName('nahuatl')] [religion|e].,country,multiplicative,"percent, bad",Court,Modifies the advisor cost for advisors that share the same religion as the country's court they're in.,Multiplicative
nanbokuchou_change_sides_cost_modifier,,none,EU5-specific Japanese Nanboku-cho action,This impacts the [costs|e] of [ShowGenericActionName('nanbokuchou_change_sides')].,country,multiplicative,"percent, bad",,,
narrows_proximity_impact,,none,EU5-specific proximity system,This impacts the [proximity|e] cost when going through [ShowTopographyName('narrows')].,country,,"percent, bad",,,
national_church_power_cost_modifier,monthly_church_power,medium,Match: monthly_church_power ↔ national_church_power_cost_modifier,This impacts the [costs|e] for Church Power actions.,country,multiplicative,"percent, bad",Religion,Adds to the monthly gained churchpower,Additive
naval_damage_done,,none,EU5-specific naval combat mechanic - no EU4 equivalent (EU4 shock_damage/fire_damage are land-only),This impacts how much damage a [ship|e] does in [combat|e].,unit,,"percent, good",,,
naval_damage_taken,ship_durability;hull_size_modifier,high,EU5-specific naval combat mechanic - no EU4 equivalent (EU4 shock_damage/fire_damage are land-only); Direct match - EU4 ship_durability/hull_size (damage absorption) = EU5 naval_damage_taken (damage received); both reduce incoming naval damage,This impacts the [damage_taken|e] of a [ship|e] in [combat|e].,unit,,"percent, bad",,,
naval_morale,naval_morale_constant,high,Both add to base naval morale,This modifies the maximum [morale|e] that a [ship|e] can have by a fixed amount.,unit,,good,Navy,Adds to the naval morale of all ships.,Additive
naval_morale_attrition_cost,naval_morale_damage,medium,Semantic match: naval_morale_damage ↔ naval_morale_attrition_cost,This impacts how much [morale|e] that a [navy|e] loses every day while taking attrition.,unit,,"percent, bad",Navy,Modifies the morale damage done by naval units.,Multiplicative
naval_morale_modifier,naval_morale;naval_morale_damage_received;sunk_ship_morale_hit_recieved,high,Direct equivalent - naval morale modifier; Inverse match - EU4 naval morale damage received mapped to EU5 naval_morale_modifier; higher morale means less damage relative to max; Also matches EU4 sunk_ship_morale_hit_recieved (morale hit from losing ships) — higher morale mitigates the hit,This modifies the maximum [morale|e] that a [ship|e] can have by a percentage.,unit,multiplicative,"percent, good",Navy,Modifies the naval morale of all ships.,Multiplicative
naval_morale_movement_cost,naval_morale_damage,high,Semantic match: naval_morale_damage ↔ naval_morale_movement_cost,This impacts how much [morale|e] that a [navy|e] loses every hour while moving.,unit,,"percent, bad",Navy,Modifies the morale damage done by naval units.,Multiplicative
naval_morale_recovery,recover_navy_morale_speed,high,Direct equivalent - navy morale recovery speed,This impacts how quickly the [morale|e] of a [ship|e] recovers when it is less than its maximum.,unit,,"percent, good",Navy,Modifies the morale recovery rate of ships.,Multiplicative
naval_range,,none,EU5-specific naval range concept,This impacts the [naval_range|e] of a [country|e].,country,,good,,,
naval_range_modifier,,none,EU5-specific naval range concept,This impacts the [naval_range|e] of a [country|e].,country,multiplicative,"percent, good",,,
naval_unit_attrition,naval_attrition,high,Direct equivalent - navy attrition,This impacts how much [attrition|e] that a [ship|e] will take.,unit,,"percent, bad",Navy,Modifies the naval attrition taken by ships.,Multiplicative
navy_galley_build_cost_modifier,galley_cost,high,Direct equivalent - galley build cost,This impacts how much it costs to [recruit|e] a [ShowUnitCategoryName('navy_galley')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the base cost of galley ships.,Multiplicative
navy_galley_maintenance_cost_modifier,naval_maintenance_modifier,medium,EU4 covers all naval maintenance not just galleys,This impacts how much it costs to [maintain|e] a [ShowUnitCategoryName('navy_galley')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the naval maintenance for all ships.,Multiplicative
navy_galley_power,galley_power;galley_hull_size_modifier,high,Direct equivalent - galley power from pips; Loose match - EU4 galley hull size mapped to EU5 galley_power; both increase galley combat effectiveness,This impacts the [combat|e] ability of [ShowUnitCategoryName('navy_galley')] [ships|e].,"unit, navy",,"percent, good",Navy,Modifies the power galley ships gain from unit pips.,Multiplicative
navy_galley_reinforce_cost_modifier,global_naval_barrage_cost,medium,Semantic match: global_naval_barrage_cost ↔ navy_galley_reinforce_cost_modifier,This impacts how much it costs to [repair|e] a [ShowUnitCategoryName('navy_galley')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the cost for using the ‘Naval Barrage’ action.,Multiplicative
navy_heavy_ship_build_cost_modifier,heavy_ship_cost,high,Direct equivalent - heavy ship build cost,This impacts how much it costs to [recruit|e] a [ShowUnitCategoryName('navy_heavy_ship')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the base cost of heavy ships.,Multiplicative
navy_heavy_ship_maintenance_cost_modifier,naval_maintenance_modifier,medium,EU4 covers all naval maintenance not just heavy ships,This impacts how much it costs to [maintain|e] a [ShowUnitCategoryName('navy_heavy_ship')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the naval maintenance for all ships.,Multiplicative
navy_heavy_ship_power,heavy_ship_power;heavy_ship_hull_size_modifier,high,Direct equivalent - heavy ship power from pips; Loose match - EU4 heavy ship hull size mapped to EU5 heavy_ship_power; both increase heavy ship combat effectiveness,This impacts the [combat|e] ability of [ShowUnitCategoryName('navy_heavy_ship')] [ships|e].,"unit, navy",,"percent, good",Navy,Modifies the power heavy ships gain from unit pips.,Multiplicative
navy_heavy_ship_reinforce_cost_modifier,global_naval_barrage_cost,medium,Semantic match: global_naval_barrage_cost ↔ navy_heavy_ship_reinforce_cost_modifier,This impacts how much it costs to [repair|e] a [ShowUnitCategoryName('navy_heavy_ship')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the cost for using the ‘Naval Barrage’ action.,Multiplicative
navy_initiative,,none,EU5-specific naval combat mechanic - no EU4 equivalent (EU4 shock_damage/fire_damage are land-only),This impacts the [initiative|e] of a [ship|e] in [battle|e].,"unit, navy",,"percent, good",,,
navy_light_ship_build_cost_modifier,light_ship_cost,high,Direct equivalent - light ship build cost,This impacts how much it costs to [recruit|e] a [ShowUnitCategoryName('navy_light_ship')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the base cost of light ships.,Multiplicative
navy_light_ship_maintenance_cost_modifier,naval_maintenance_modifier,medium,EU4 covers all naval maintenance not just light ships,This impacts how much it costs to [maintain|e] a [ShowUnitCategoryName('navy_light_ship')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the naval maintenance for all ships.,Multiplicative
navy_light_ship_power,light_ship_power;light_ship_hull_size_modifier,high,Direct equivalent - light ship power from pips; Loose match - EU4 light ship hull size mapped to EU5 light_ship_power; both increase light ship combat effectiveness,This impacts the [combat|e] ability of [ShowUnitCategoryName('navy_light_ship')] [ships|e].,"unit, navy",,"percent, good",Navy,Modifies the power light ships gain from unit pips.,Multiplicative
navy_light_ship_reinforce_cost_modifier,global_naval_barrage_cost,medium,Semantic match: global_naval_barrage_cost ↔ navy_light_ship_reinforce_cost_modifier,This impacts how much it costs to [repair|e] a [ShowUnitCategoryName('navy_light_ship')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the cost for using the ‘Naval Barrage’ action.,Multiplicative
navy_maintenance_efficiency,naval_maintenance_modifier,high,Direct equivalent - naval maintenance efficiency,This changes how much [gold|e] and [sailors|e] is required to maintain a [ship|e].,"unit, navy",,"percent, good",Navy,Modifies the naval maintenance for all ships.,Multiplicative
navy_movement_speed,movement_speed_in_fleet_modifier,medium,Match: movement_speed_in_fleet_modifier ↔ navy_movement_speed,This impacts how fast an [navy|e] can move between [seazones|e].,"unit, navy",,"percent, good",Navy,Modifies the movement speed for ships.,Additive
navy_repair_cost,global_ship_repair,medium,Related to ship repair,Navy Repair Cost,"unit, navy",,"percent, bad",Navy,Modifies the base repair speed (in port) of all ships.,Multiplicative
navy_tradition_decay,navy_tradition_decay,high,Direct equivalent - navy tradition decay,This modifies the percentage of the current [navy_tradition|e] of a [ship|e] that decays each month.,"country, navy",,"percent, bad",Navy,Adds to the decay rate of navy tradition.,Additive
navy_tradition_from_battle,naval_tradition_from_battle,high,Direct equivalent - navy tradition from battles,This impacts the amount of [navy_tradition|e] a [country|e] get from their [navies|e] participating in a [battle|e].,"country, navy",,"percent, good",Navy,Modifies the base navy tradition gained from battles.,Multiplicative
navy_transport_build_cost_modifier,transport_cost,high,Direct equivalent - transport ship build cost,This impacts how much it costs to [recruit|e] a [ShowUnitCategoryName('navy_transport')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the base cost of transport ships.,Multiplicative
navy_transport_maintenance_cost_modifier,naval_maintenance_modifier,medium,EU4 covers all naval maintenance not just transports,This impacts how much it costs to [maintain|e] a [ShowUnitCategoryName('navy_transport')].,"country, navy",multiplicative,"percent, bad",Navy,Modifies the naval maintenance for all ships.,Multiplicative
