category,eu5_modifier,eu5_desc,eu4_modifier,eu4_desc
trade,global_wild_game_output_modifier,This modifies the output of ShowGoodsName('wild_game') in the entire country.,,
trade,global_wine_output_modifier,This modifies the output of ShowGoodsName('wine') in the entire country.,,
trade,global_wool_output_modifier,This modifies the output of ShowGoodsName('wool') in the entire country.,,
trade,can_extract_millet,This Farm the extraction of ShowGoodsName('millet') by allowing an rgo in a location.,,
trade,can_extract_legumes,This allows the extraction of ShowGoodsName('legumes') by allowing an rgo in a location.,,
trade,can_extract_maize,This allows the extraction of ShowGoodsName('maize') by allowing an rgo in a location.,,
trade,can_extract_potato,This allows the extraction of ShowGoodsName('potato') by allowing an rgo in a location.,,
trade,can_extract_rice,This allows the extraction of ShowGoodsName('rice') by allowing an rgo in a location.,,
trade,can_extract_wheat,This allows the extraction of ShowGoodsName('wheat') by allowing an rgo in a location.,,
trade,can_hire_privateers,This allows a country to hire privateers.,privateer_efficiency,Privateer Efficiency
trade,can_extract_alum,This allows the extraction of ShowGoodsName('alum') by allowing an rgo in a location.,,
trade,can_extract_coal,This allows the extraction of ShowGoodsName('coal') by allowing an rgo in a location.,,
trade,can_extract_copper,This allows the extraction of ShowGoodsName('copper') by allowing an rgo in a location.,,
trade,can_extract_goods_gold,This allows the extraction of ShowGoodsName('goods_gold') by allowing an rgo in a location.,,
trade,can_extract_iron,This allows the extraction of ShowGoodsName('iron') by allowing an rgo in a location.,,
trade,can_extract_lead,This allows the extraction of ShowGoodsName('lead') by allowing an rgo in a location.,,
trade,can_extract_marble,This allows the extraction of ShowGoodsName('marble') by allowing an rgo in a location.,,
trade,can_extract_mercury,This allows the extraction of ShowGoodsName('mercury') by allowing an rgo in a location.,,
trade,can_extract_saltpeter,This allows the extraction of ShowGoodsName('saltpeter') by allowing an rgo in a location.,,
trade,can_extract_silver,This allows the extraction of ShowGoodsName('silver') by allowing an rgo in a location.,,
trade,can_extract_stone,This allows the extraction of ShowGoodsName('stone') by allowing an rgo in a location.,,
trade,can_extract_tin,This allows the extraction of ShowGoodsName('tin') by allowing an rgo in a location.,,
trade,hire_privateer_cost_modifier,This impacts how much it costs to hire privateers.,privateer_efficiency,Privateer Efficiency
trade,foreign_export_from_market_efficiency,This impacts the efficiency of the export from markets owned by a country for other countries.,,
trade,goods_gold_impacts_inflation,This determines how the production of ShowGoodsName('goods_gold') impacts inflation in the country.,,
trade,merchant_power_from_maritime,This impacts how much merchant_power a country gets from maritime_presence in a seazone.,placed_merchant_power,Placed Merchant Power
trade,global_trade_center_power,This impacts the market_attraction that our markets have on locations.,center_of_trade_upgrade_cost,Center of Trade Upgrade Cost
trade,global_trade_protection_factor,Market Protection,global_trade_power,Global Trade Power
trade,trade_company_headquarters_level,This modifies how many levels a ShowBuildingTypeName('trade_company_headquarters') can have.,trade_company_governing_cost,Trade Company Governing Cost
trade,merchant_maintenance_efficiency,This impacts how much our merchants cost when doing trades.,merchants,Merchants
trade,privateer_durability,This impacts the privateer_durability of the privateers that a country sponsors.,privateer_efficiency,Privateer Efficiency
trade,privateer_maintenance_cost_modifier,This impacts how much it costs to maintain privateers.,privateer_efficiency,Privateer Efficiency
trade,allow_privateers_slave_raid,This will allow your privateers to enslave people in unprotected coastal locations.,privateer_efficiency,Privateer Efficiency
trade,global_merchant_capacity_modifier,This impacts how much merchant_capacity a country gets from its locations and buildings.,trade_range_modifier,Trade Range Modifier
trade,global_trade_through_owned_territory_efficiency,This impacts the reach of the trade_range of a country when traveling over a location they own.,global_own_trade_power,Global Own Trade Power
trade,trade_income,Trade Income,trade_efficiency,Trade Efficiency
trade,merchant_power_from_maritime_modifier,This impacts how much merchant_power a country gets from maritime_presence in a seazone.,trade_range_modifier,Trade Range Modifier
trade,trade_range,This impacts the trade_range of a country.,trade_range_modifier,Trade Range Modifier
trade,trade_range_modifier,This impacts the trade_range of a country.,trade_range_modifier,Trade Range Modifier
trade,trade_sea_efficiency,This impacts the reach of the trade_range of a country when traveling over a seazone.,trade_range_modifier,Trade Range Modifier
